Treatment,Number_CDR3,Habs,H
Pre,29,4.630621154,0.953198697
Pre,3,1.370950594,0.864973521
Pre,17,3.931208949,0.961772401
Pre,90,5.701910759,0.878317897
Pre,22,3.119220503,0.699465934
Pre,33,4.441231978,0.88042922
Pre,36,5.011842188,0.96942261
Pre,27,4.556140864,0.958201611
Pre,31,4.786502545,0.966151167
Pre,48,5.341624476,0.956429784
Pre,6,2.521640636,0.975503759
Pre,22,4.418295834,0.990775554
Pre,3,1.584962501,1
Pre,4,1.918295834,0.959147917
Pre,84,3.051104243,0.477308
Pre,84,5.676040509,0.887947224
Pre,21,3.723245378,0.847672201
Pre,35,4.186820248,0.81625838
Pre,36,4.348210236,0.841058668
Pre,12,2.661344014,0.742363139
Pre,4,1.664497779,0.83224889
Pre,14,3.68418372,0.967649141
Pre,12,3.072487689,0.857048766
Pre,22,4.280394654,0.959852066
Pre,2,1,1
Pre,15,3.67326969,0.940202854
Pre,11,3.14939747,0.910380033
Pre,24,3.233265638,0.705189113
Pre,34,4.539856334,0.892361571
Pre,31,4.503711154,0.909069983
Pre,22,4.304229297,0.965196838
Pre,7,2.599581231,0.925989518
Pre,24,4.332067386,0.94484249
Pre,18,3.885615876,0.931819127
Pre,10,3.155639062,0.949942013
Pre,8,2.921928095,0.973976032
Pre,8,3,1
Pre,1,0,0
Pre,5,2.235926351,0.962961065
Pre,1,0,0
Pre,16,3.43662648,0.85915662
Pre,18,2.714929929,0.651074043
Pre,17,3.245985325,0.794132069
Pre,1,0,0
Pre,97,6.013177174,0.911099482
Pre,75,4.836684581,0.776501103
Pre,14,3.807354922,1
Pre,48,5.039228536,0.902285116
Pre,7,1.941895298,0.691717062
Pre,15,3.826874882,0.979519336
Pre,6,2.584962501,1
Pre,40,4.91205033,0.92298322
Pre,22,3.038390315,0.681340264
Pre,31,4.203597122,0.848492239
Pre,1,0,0
Pre,1,0,0
Pre,22,4.053630424,0.909001588
Pre,14,2.983753066,0.783681356
Pre,78,5.803024512,0.923254282
Pre,66,2.728192278,0.451359098
Pre,54,4.947767773,0.859750563
Pre,54,5.071524763,0.881255239
Pre,8,2.224447613,0.741482538
Pre,39,5.194235678,0.982751258
Pre,12,3.456564762,0.964184357
Pre,126,6.333123333,0.907677978
Pre,8,1.890472698,0.630157566
Pre,107,6.237198365,0.925198978
Pre,3,1.370950594,0.864973521
Pre,41,4.252045394,0.793654525
Pre,2,1,1
Pre,17,2.99432972,0.732564389
Pre,6,2.284159128,0.883633371
Pre,7,2.285600539,0.814147339
Pre,1,0,0
Pre,53,5.095746087,0.889632831
Pre,1,0,0
Pre,9,2.591247658,0.817447623
Pre,92,6.081149344,0.932182354
Pre,1,0,0
Pre,49,3.954061125,0.704232496
Pre,3,1.584962501,1
Pre,51,3.645697456,0.642705234
Pre,4,1.921928095,0.960964047
Pre,26,3.510316123,0.746805902
Pre,23,4.315622571,0.954031936
Pre,66,5.435455287,0.899255604
Pre,42,5.049716233,0.936464944
Pre,2,0.721928095,0.721928095
Pre,2,1,1
Pre,2,0.811278124,0.811278124
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,85,5.584173718,0.871248731
Pre,16,3.880179923,0.970044981
Pre,47,4.492798528,0.808844479
Pre,31,4.741030699,0.956972716
Pre,4,1.352030102,0.676015051
Pre,54,5.332031392,0.926522263
Pre,10,3.277613437,0.986659959
Pre,41,2.526655844,0.471606406
Pre,24,4.080640984,0.890005313
Pre,19,3.728534784,0.877730322
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,51,4.232056049,0.746075231
Pre,6,2.221251836,0.859297508
Pre,76,5.461102658,0.874066264
Pre,37,4.656470185,0.893850057
Pre,79,5.417500589,0.859404983
Pre,6,2.5,0.967132018
Pre,106,5.44087313,0.808700573
Pre,30,4.46898136,0.910756267
Pre,19,3.274133874,0.770760297
Pre,17,4.037401198,0.987752392
Pre,13,3.288502306,0.888678794
Pre,17,4.037401198,0.987752392
Pre,1,0,0
Pre,25,4.347038054,0.936083693
Pre,3,1.459147917,0.920619836
Pre,20,4.005501015,0.926785668
Pre,9,2.903701696,0.916015898
Pre,9,2.933954578,0.925559619
Pre,40,3.705747361,0.696316691
Pre,12,3.319079571,0.925833832
Pre,53,5.223376773,0.911915033
Pre,102,5.776170087,0.865677739
Pre,44,5.127096151,0.939126361
Pre,40,5.033610477,0.945824593
Pre,138,4.998105343,0.70311432
Pre,37,4.809486338,0.923222841
Pre,113,3.196410256,0.468669557
Pre,101,5.080755852,0.763081177
Pre,62,4.563721974,0.766471533
Pre,62,5.186947793,0.871141548
Pre,8,2.368547776,0.789515925
Pre,8,2.549855032,0.849951677
Pre,8,2.855388542,0.951796181
Pre,6,2.5,0.967132018
Pre,3,1.521928095,0.960229718
Pre,8,1.43620266,0.47873422
Pre,13,2.824991288,0.763420432
Pre,1,0,0
Pre,21,3.531388061,0.803991998
Pre,5,2.113283334,0.910141593
Pre,48,4.893453336,0.876183741
Pre,5,2.170950594,0.93497753
Pre,2,1,1
Pre,5,2.251629167,0.9697239
Pre,4,2,1
Pre,18,4.121928095,0.988489743
Pre,10,3.046439345,0.917069623
Pre,13,3.196073612,0.863701034
Pre,1,0,0
Pre,5,2.251629167,0.9697239
Pre,15,2.981376931,0.763107351
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,4,1.905639062,0.952819531
Pre,2,1,1
Pre,3,1.584962501,1
Pre,1,0,0
Pre,14,2.745227825,0.721032812
Pre,3,1.5,0.94639463
Pre,4,1.789929075,0.894964538
Pre,20,3.324124826,0.769130063
Pre,11,3.25,0.939460686
Pre,32,4.361064777,0.872212955
Pre,116,6.173834506,0.90024083
Pre,32,4.86812044,0.973624088
Pre,172,6.64460145,0.89474341
Pre,6,2.561278124,0.990837633
Pre,1,0,0
Pre,1,0,0
Pre,14,3.594482507,0.944089159
Pre,3,1.5,0.94639463
Pre,2,0.918295834,0.918295834
Pre,4,1.363008311,0.681504156
Pre,1,0,0
Pre,29,3.156292937,0.649712903
Pre,23,4.029404084,0.890759124
Pre,3,1.459147917,0.920619836
Pre,5,2.251629167,0.9697239
Pre,18,4.022055209,0.96453898
Pre,10,3.13686371,0.944290069
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,34,4.541871326,0.892757641
Pre,17,3.183347173,0.778807612
Pre,19,3.579925461,0.842746363
Pre,2,0.297472249,0.297472249
Pre,24,4.444187892,0.969296454
Pre,1,0,0
Pre,33,4.689464016,0.929638705
Pre,76,5.753636579,0.920887217
Pre,14,3.531630646,0.927581147
Pre,93,4.143892781,0.633704258
Pre,7,2.625814584,0.935334027
Pre,139,5.899218772,0.828665206
Pre,55,5.446057795,0.942002931
Pre,98,6.386827019,0.965549082
Pre,6,2.521640636,0.975503759
Pre,9,1.000393996,0.315589169
Pre,2,1,1
Pre,1,0,0
Pre,2,0.371232327,0.371232327
Pre,1,0,0
Pre,4,1.842370993,0.921185497
Pre,15,3.197341287,0.818385161
Pre,19,2.540629012,0.598086715
Pre,19,3.649400702,0.859101454
Pre,1,0,0
Pre,6,2.049452073,0.792836288
Pre,7,1.561510189,0.556221152
Pre,53,4.151098596,0.724713031
Pre,3,1.459147917,0.920619836
Pre,25,4.423616566,0.952573978
Pre,16,3.672905595,0.918226399
Pre,24,4.136946501,0.902285788
Pre,50,4.429081167,0.784761521
Pre,20,4.134336113,0.956595302
Pre,29,4.332934183,0.891920777
Pre,5,2.054585169,0.884861669
Pre,66,5.728176159,0.947684093
Pre,41,4.809485837,0.897702128
Pre,12,3.337175341,0.93088152
Pre,5,2.321928095,1
Pre,3,1.584962501,1
Pre,4,1.685475297,0.842737649
Pre,4,1.784159128,0.892079564
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,5,2.321928095,1
Pre,13,3.471354487,0.93809243
Pre,22,1.612404108,0.361571663
Pre,27,4.067914114,0.855522683
Pre,4,2,1
Pre,12,3.039148672,0.847749083
Pre,4,1.921928095,0.960964047
Pre,4,1.918295834,0.959147917
Pre,10,2.695461844,0.811414867
Pre,2,1,1
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,7,2.807354922,1
Pre,3,1.556656707,0.982141033
Pre,5,2.251629167,0.9697239
Pre,17,3.907734271,0.956029308
Pre,5,1.971747257,0.849185322
Pre,107,5.600553522,0.830761841
Pre,13,3.346439345,0.904335592
Pre,72,5.892445274,0.95502705
Pre,81,5.601784067,0.88358306
Pre,39,4.536676703,0.858340863
Pre,22,4.310443058,0.966590235
Pre,5,2.235926351,0.962961065
Pre,9,3.027169118,0.954965533
Pre,6,2.128085279,0.823255764
Pre,2,0.918295834,0.918295834
Pre,26,4.184117745,0.890154538
Pre,1,0,0
Pre,1,0,0
Pre,20,3.852585734,0.891404403
Pre,4,1.918295834,0.959147917
Pre,25,4.168822577,0.897707079
Pre,24,3.32778242,0.725803629
Pre,20,3.337701581,0.772271428
Pre,1,0,0
Pre,17,3.854285872,0.942953128
Pre,9,2.772185461,0.874527145
Pre,33,4.568755383,0.905709442
Pre,2,0.811278124,0.811278124
Pre,38,4.634560035,0.883121961
Pre,20,2.86848229,0.663704307
Pre,32,4.791635874,0.958327175
Pre,15,3.507601312,0.897798704
Pre,26,3.714161055,0.790173107
Pre,7,2.411509198,0.858996908
Pre,54,5.406451424,0.939453885
Pre,43,4.326699416,0.797362387
Pre,14,3.605388542,0.946953624
Pre,62,4.463051584,0.749564064
Pre,20,3.112739376,0.720220075
Pre,12,2.925126559,0.815943419
Pre,11,3.169248696,0.916118324
Pre,13,3.558518613,0.961647502
Pre,35,4.412378024,0.860232904
Pre,1,0,0
Pre,8,2.788450457,0.929483486
Pre,52,4.875068267,0.855209161
Pre,43,4.488650007,0.827208072
Pre,7,2.521928095,0.898328913
Pre,64,5.348274161,0.891379027
Pre,10,2.821928095,0.849485002
Pre,88,5.092049885,0.788312376
Pre,62,5.6925084,0.956049835
Pre,44,5.086850347,0.931754568
Pre,1,0,0
Pre,22,4.303783771,0.965096931
Pre,5,2.040373394,0.87874099
Pre,21,3.884770048,0.884446563
Pre,3,1.521928095,0.960229718
Pre,14,3.725480557,0.978495736
Pre,17,3.710575561,0.907794323
Pre,2,0.918295834,0.918295834
Pre,18,3.197346516,0.766763554
Pre,53,4.989881633,0.871150651
Pre,44,5.282005704,0.967501028
Pre,21,3.94958177,0.899202264
Pre,49,4.52722157,0.80631443
Pre,27,4.225648739,0.888695839
Pre,2,0.811278124,0.811278124
Pre,10,3.046439345,0.917069623
Pre,4,1.921928095,0.960964047
Pre,11,3.327819531,0.961955575
Pre,11,1.854977445,0.536208733
Pre,17,3.672905595,0.898578345
Pre,8,2.174800876,0.724933625
Pre,2,0.811278124,0.811278124
Pre,11,3.026129816,0.87474769
Pre,5,2.251629167,0.9697239
Pre,5,1.867633891,0.804346136
Pre,22,4.241730856,0.951181948
Pre,26,3.92739312,0.835537387
Pre,8,2.653544297,0.884514766
Pre,40,4.910595154,0.92270979
Pre,4,1.664497779,0.83224889
Pre,20,4.074719799,0.942801386
Pre,17,3.66387373,0.896368694
Pre,23,4.127986807,0.912552287
Pre,37,4.112868865,0.789501043
Pre,3,1.521928095,0.960229718
Pre,10,3.238901257,0.975006431
Pre,7,2.450825795,0.873001762
Pre,3,1.584962501,1
Pre,2,0.970950594,0.970950594
Pre,12,3.062907292,0.854376382
Pre,10,3.251629167,0.978837914
Pre,1,0,0
Pre,4,1.918295834,0.959147917
Pre,1,0,0
Pre,93,5.549162416,0.848604932
Pre,28,2.457098276,0.511112309
Pre,104,5.791321416,0.864319606
Pre,37,4.709901426,0.904106649
Pre,26,4.640223929,0.987189328
Pre,25,3.396930058,0.731489073
Pre,75,5.701458558,0.91533545
Pre,3,1.459147917,0.920619836
Pre,50,3.84270724,0.680865549
Pre,6,2.5,0.967132018
Pre,1,0,0
Pre,9,2.720128777,0.85810509
Pre,101,4.216935299,0.63334355
Pre,63,4.895164095,0.818961828
Pre,85,2.436489697,0.380143717
Pre,15,3.68385619,0.942912554
Pre,67,5.906975789,0.973770019
Pre,19,3.249912789,0.765058438
Pre,115,6.280432158,0.91745545
Pre,23,3.748730538,0.828712102
Pre,12,3.456564762,0.964184357
Pre,2,0.918295834,0.918295834
Pre,5,2.251629167,0.9697239
Pre,3,1.584962501,1
Pre,7,2.422579762,0.862940323
Pre,9,2.739353872,0.864169932
Pre,6,2.521640636,0.975503759
Pre,2,1,1
Pre,2,0.863120569,0.863120569
Pre,11,3.086048612,0.892068106
Pre,49,4.74139614,0.844459691
Pre,46,4.290628997,0.776786616
Pre,8,2.169736718,0.723245573
Pre,16,3.177517629,0.794379407
Pre,9,2.504498452,0.790081295
Pre,1,0,0
Pre,271,6.979204035,0.863533201
Pre,110,4.444287324,0.655368173
Pre,207,7.279492703,0.946188996
Pre,33,3.932218174,0.779522393
Pre,202,6.717423373,0.877153026
Pre,19,2.573107663,0.605732479
Pre,328,7.215054452,0.863297584
Pre,2,0.918295834,0.918295834
Pre,94,5.843503053,0.891513287
Pre,76,5.932720158,0.949550094
Pre,52,4.804766676,0.8428765
Pre,49,5.432144306,0.967484422
Pre,13,3.46132014,0.935380767
Pre,91,5.756419396,0.884542263
Pre,13,3.499227547,0.945624794
Pre,9,3.121928095,0.984858662
Pre,46,5.08742499,0.921040631
Pre,54,5.253624896,0.912897931
Pre,16,3.170033384,0.792508346
Pre,51,5.512838344,0.971866179
Pre,13,3.640223929,0.983727396
Pre,179,6.848047501,0.915047578
Pre,17,3.574164743,0.874421342
Pre,81,5.326250766,0.840122521
Pre,16,3.253863368,0.813465842
Pre,179,4.399601673,0.587882145
Pre,110,6.423549263,0.947236179
Pre,66,5.295215262,0.876053937
Pre,106,6.176751826,0.918077416
Pre,102,5.912170846,0.886060247
Pre,82,5.192780078,0.816789241
Pre,27,4.297336479,0.903772482
Pre,40,4.915938005,0.923713721
Pre,50,4.757015394,0.84286616
Pre,19,3.250162434,0.765117207
Pre,5,2.05881389,0.88668288
Pre,2,0.100000943,0.100000943
Pre,2,1,1
Pre,1,0,0
Pre,1,0,0
Pre,3,1.584962501,1
Pre,13,1.861279218,0.502988661
Pre,22,4.363713276,0.978535753
Pre,25,2.934487039,0.631907389
Pre,3,1.459147917,0.920619836
Pre,14,3.681880803,0.967044281
Pre,6,2.125814584,0.822377339
Pre,4,1.921928095,0.960964047
Pre,1,0,0
Pre,104,5.27534402,0.787313108
Pre,75,5.536040553,0.888778568
Pre,66,5.582468791,0.923577894
Pre,12,3.4548224,0.963698337
Pre,44,3.779891341,0.692359865
Pre,19,3.44858378,0.81182736
Pre,135,5.089699164,0.719207544
Pre,2,0.309543429,0.309543429
Pre,67,4.233451857,0.697888165
Pre,29,4.039019743,0.83141942
Pre,95,5.610847123,0.854028986
Pre,25,4.42651332,0.95319776
Pre,18,3.939470571,0.944734155
Pre,21,4.021527784,0.915582231
Pre,11,3.459431619,1
Pre,34,4.045532073,0.795196388
Pre,10,3.056564762,0.920117677
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
On,7,2.721928095,0.96957035
On,2,0.918295834,0.918295834
On,29,4.29927426,0.884991988
On,21,3.596049607,0.818713508
On,16,3.459917948,0.864979487
On,22,3.341756568,0.749368272
On,1,0,0
On,42,4.533553608,0.840743089
On,4,1.79248125,0.896240625
On,169,7.10075554,0.959447536
On,85,5.524942304,0.862007382
On,169,4.840839165,0.654089721
On,164,5.049118033,0.686249724
On,16,3.88418372,0.97104593
On,114,5.535183226,0.810079368
On,18,4.026986833,0.965721645
On,216,6.311113384,0.813823976
On,45,4.911495087,0.894323829
On,181,5.456041767,0.727487184
On,125,4.795091153,0.688377784
On,54,5.356844327,0.930833891
On,35,4.553691061,0.887783155
On,21,3.818915325,0.869453402
On,19,1.543941792,0.36345766
On,44,4.610391493,0.844481956
On,74,5.591150009,0.900425477
On,10,2.872905595,0.864830759
On,83,3.430123042,0.538055188
On,31,3.175836739,0.641039745
On,3,0.490341503,0.309371044
On,29,4.50757398,0.927869826
On,2,0.918295834,0.918295834
On,50,5.340311532,0.946216798
On,41,5.080321566,0.94825427
On,57,3.911994776,0.670678646
On,3,1.584962501,1
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,5,2.321928095,1
On,3,0.816689088,0.515273445
On,6,2.584962501,1
On,1,0,0
On,5,1.672933032,0.72049304
On,31,4.475620786,0.903399968
On,23,3.809816327,0.842216016
On,30,3.912497378,0.797347587
On,39,4.376509159,0.828037106
On,1,0,0
On,1,0,0
On,1,0,0
On,4,1.20751875,0.603759375
On,23,4.087462841,0.903593867
On,1,0,0
On,5,2.054585169,0.884861669
On,4,2,1
On,34,4.265930031,0.83851817
On,7,1.707803343,0.608331825
On,16,3.541743521,0.88543588
On,16,3.606876945,0.901719236
On,18,4.015061012,0.962861685
On,3,1.5,0.94639463
On,35,4.326509297,0.843492021
On,4,1.836591668,0.918295834
On,35,2.710328794,0.528403051
On,34,4.394298413,0.863750469
On,11,2.921928095,0.844626637
On,19,3.840216607,0.904021219
On,2,0.918295834,0.918295834
On,44,4.112118876,0.753213734
On,11,1.784116933,0.515725451
On,31,3.35966692,0.678145699
On,23,3.920674224,0.866722787
On,30,0.862126766,0.175697165
On,5,2.321928095,1
On,39,3.625931578,0.686027558
On,1,0,0
On,13,3.332095399,0.900459311
On,5,2.235926351,0.962961065
On,5,2.251629167,0.9697239
On,5,2.235926351,0.962961065
On,147,6.144801133,0.853483442
On,9,2.422675468,0.764269018
On,24,4.189238256,0.913690844
On,103,5.310124229,0.794155958
On,108,5.121496397,0.75819122
On,32,3.401278459,0.680255692
On,22,3.376112488,0.757072375
On,20,2.568308433,0.594250616
On,5,2.128085279,0.916516443
On,18,2.814141688,0.674866259
On,9,2.675084952,0.843895345
On,5,2,0.861353116
On,1,0,0
On,96,5.619129653,0.85332751
On,16,3.278099548,0.819524887
On,99,4.856042228,0.732505808
On,78,3.729381766,0.593340193
On,33,3.990305058,0.791037529
On,20,4.182907326,0.967833623
On,9,2.733458593,0.862310178
On,34,4.440427975,0.872817771
On,43,4.38518618,0.808140844
On,12,2.699755151,0.753077654
On,11,3.327819531,0.961955575
On,16,2.96101828,0.74025457
On,25,3.358722931,0.723261616
On,4,1.921928095,0.960964047
On,3,0.547553155,0.345467577
On,1,0,0
On,3,1.061278124,0.669591946
On,14,3.371653522,0.88556323
On,24,4.436006945,0.967512154
On,12,3.5,0.97630031
On,12,3.156322337,0.88043385
On,8,2.879506461,0.959835487
On,49,5.195549413,0.925346021
On,40,4.117927956,0.773766177
On,11,3.281036113,0.948432134
On,4,2,1
On,42,3.423717873,0.634925136
On,8,2.732158891,0.91071963
On,83,4.791050569,0.751532696
On,4,0.541172537,0.270586269
On,76,4.078533355,0.652781798
On,32,4.138704085,0.827740817
On,57,5.063589576,0.868109902
On,14,3.135617947,0.823568596
On,1,0,0
On,16,3.649984495,0.912496124
On,128,5.912494746,0.844642107
On,2,0.811278124,0.811278124
On,120,6.066639296,0.878345938
On,74,5.469385777,0.880815984
On,24,4.101508756,0.894556663
On,3,1.298794941,0.819448372
On,2,1,1
On,2,0.650022422,0.650022422
On,1,0,0
On,2,0.811278124,0.811278124
On,1,0,0
On,2,0.811278124,0.811278124
On,2,1,1
On,5,2.170950594,0.93497753
On,1,0,0
On,19,3.51766387,0.828089429
On,13,3.216834532,0.869311427
On,4,1.918295834,0.959147917
On,27,4.347915324,0.914409715
On,10,3.238901257,0.975006431
On,19,3.173218483,0.747003915
On,7,2.75,0.979569765
On,50,5.234855317,0.927531663
On,2,0.918295834,0.918295834
On,61,5.386966001,0.90831303
On,58,1.804167627,0.307984548
On,27,4.567453501,0.960580771
On,50,4.878413552,0.864375949
On,30,3.535826102,0.720583847
On,21,4.258171939,0.969459064
On,22,3.529681227,0.791509217
On,13,3.616874606,0.977417518
On,95,6.057712322,0.922046493
On,86,5.722832535,0.890537933
On,21,3.210694215,0.73097955
On,34,4.833138659,0.950009624
On,19,3.93595565,0.926559043
On,27,4.385453417,0.922304348
On,44,5.196473064,0.951834079
On,4,2,1
On,17,3.851823226,0.94235064
On,6,2.446439345,0.946411928
On,2,1,1
On,94,2.602650191,0.39707299
On,85,5.58706904,0.871700462
On,31,4.236350854,0.85510355
On,35,4.662553238,0.909006819
On,13,2.702911125,0.730429714
On,14,2.377450522,0.624436274
On,6,2.064042639,0.798480689
On,12,3.40582225,0.950030091
On,15,3.393595372,0.868617969
On,32,4.903055907,0.980611181
On,4,1.921928095,0.960964047
On,11,3.459431619,1
On,1,0,0
On,17,3.916126947,0.95808258
On,10,2.55263249,0.768418947
On,5,2.013132465,0.867008961
On,34,4.615962094,0.907321043
On,19,3.937193209,0.926850375
On,2,0.721928095,0.721928095
On,13,3.288602269,0.888705808
On,6,2.446439345,0.946411928
On,5,0.729188743,0.314044498
On,6,2.446439345,0.946411928
On,45,4.823936842,0.878380531
On,3,1.370950594,0.864973521
On,1,0,0
On,10,3.003701696,0.904204309
On,10,1.82067603,0.548078097
On,14,3.630412661,0.953526197
On,3,1.156779649,0.729846699
On,1,0,0
On,89,5.37808292,0.830497885
On,77,4.453664121,0.710677489
On,16,3.880179923,0.970044981
On,5,2.321928095,1
On,42,4.446079138,0.824521034
On,8,1.510006612,0.503335537
On,17,3.970573096,0.97140286
On,5,2.251629167,0.9697239
On,23,3.87962499,0.857648249
On,21,3.296700734,0.750560676
On,51,4.720288181,0.832146374
On,1,0,0
On,28,4.079053872,0.84850275
On,6,2.321928095,0.898244402
On,47,4.006858539,0.721360058
On,10,2.939829017,0.884976716
On,75,2.168990235,0.348218554
On,48,4.805428577,0.860422711
On,43,4.627077105,0.852718641
On,10,2.780542264,0.837026626
On,34,4.945772482,0.972149112
On,7,2.353533949,0.838345708
On,103,6.115696793,0.914633412
On,7,1.855953643,0.661104027
On,10,2.226679073,0.670297192
On,4,1.806238929,0.903119464
On,74,4.726168658,0.761124753
On,40,4.750684751,0.892662333
On,5,1.821928095,0.784661721
On,3,1.5,0.94639463
On,12,3.456564762,0.964184357
On,39,4.853337016,0.918253108
On,3,1.556656707,0.982141033
On,2,0.779349837,0.779349837
On,33,4.735102618,0.938686095
On,73,4.605479014,0.744040315
On,1,0,0
On,10,2.748063851,0.827249649
On,6,2.5,0.967132018
On,48,3.25585628,0.582968333
On,3,1.584962501,1
On,32,3.514468014,0.702893603
On,20,4.05757516,0.93883449
On,115,4.892306382,0.714675844
On,41,4.868794996,0.908772326
On,2,1,1
On,1,0,0
On,1,0,0
On,117,5.739100474,0.835341457
On,46,4.441117797,0.804031499
On,110,6.25809387,0.922837622
