Treatment,Number_CDR3,Habs,H
Pre,41,3.914925225,0.730730233
Pre,156,5.179081448,0.710884766
Pre,140,5.716829434,0.801879996
Pre,49,4.959216868,0.883254345
Pre,26,3.518510713,0.748549269
Pre,19,2.375490234,0.559211575
Pre,2,1,1
Pre,4,1.79248125,0.896240625
Pre,11,3.239097918,0.936309277
Pre,6,2.584962501,1
Pre,3,1.584962501,1
Pre,99,5.945524014,0.896847817
Pre,24,3.951057278,0.86174255
Pre,118,6.343507363,0.921667347
Pre,76,5.288706,0.846473649
Pre,44,5.129792541,0.939620257
Pre,27,4.279376957,0.899995416
Pre,13,3.616874606,0.977417518
Pre,56,4.397405408,0.757213132
Pre,48,4.822297899,0.863443201
Pre,11,2.171282423,0.627641377
Pre,22,4.044903142,0.907044549
Pre,25,4.278724567,0.921373185
Pre,43,4.545233974,0.837635865
Pre,5,2.121928095,0.913864688
Pre,2,0.811278124,0.811278124
Pre,4,1.921928095,0.960964047
Pre,4,2,1
Pre,10,1.798494992,0.54140094
Pre,17,0.767002278,0.187647523
Pre,13,3.015183155,0.814817531
Pre,22,3.690826501,0.827645049
Pre,10,3.101508756,0.933647167
Pre,54,4.895805458,0.850721314
Pre,49,4.803867844,0.855586126
Pre,25,3.458285173,0.744701178
Pre,10,3.277613437,0.986659959
Pre,110,6.021635199,0.887968704
Pre,8,1.792231231,0.59741041
Pre,208,6.598172581,0.856856598
Pre,9,2.863562304,0.903353329
Pre,135,6.068477519,0.857515282
Pre,61,5.238717669,0.883316419
Pre,110,6.353218386,0.936864973
Pre,2,1,1
Pre,25,3.69555864,0.795795238
Pre,1,0,0
Pre,1,0,0
Pre,43,3.496525557,0.644370615
Pre,72,5.489773644,0.889763432
Pre,32,4.831687083,0.966337417
Pre,12,2.98346519,0.832216568
Pre,67,5.679049752,0.936196217
Pre,12,3.546593564,0.989297256
Pre,26,3.379782932,0.719035481
Pre,2,1,1
Pre,3,1.584962501,1
Pre,1,0,0
Pre,6,2.5,0.967132018
Pre,3,1.431560284,0.903213977
Pre,2,0.918295834,0.918295834
Pre,2,1,1
Pre,4,1.842370993,0.921185497
Pre,2,0.650022422,0.650022422
Pre,22,4.181687083,0.937717503
Pre,13,2.82996615,0.764764829
Pre,4,1.277613437,0.638806718
Pre,24,3.834207464,0.836257104
Pre,7,2.450825795,0.873001762
Pre,20,3.809201003,0.881366122
Pre,2,1,1
Pre,59,4.995120589,0.849128623
Pre,5,2.321928095,1
Pre,92,5.366971583,0.822705696
Pre,77,5.862231779,0.935444624
Pre,41,4.808250272,0.897471507
Pre,60,5.42049327,0.917655945
Pre,38,3.776962309,0.719705503
Pre,39,4.388025419,0.830215987
Pre,29,3.652963802,0.751951028
Pre,34,4.399222594,0.864718374
Pre,93,6.267169416,0.958406058
Pre,33,4.310914654,0.854595131
Pre,54,4.471810822,0.777045741
Pre,43,4.451376914,0.820339057
Pre,38,4.145013738,0.789838222
Pre,40,3.874518989,0.728029188
Pre,85,4.162211817,0.649392721
Pre,10,3.155639062,0.949942013
Pre,46,4.521601048,0.818602395
Pre,7,2.641604168,0.94095839
Pre,1,0,0
Pre,8,2.918295834,0.972765278
Pre,14,3.486139052,0.915632801
Pre,89,5.582080129,0.861999678
Pre,29,3.98790845,0.820898322
Pre,34,4.272181996,0.839747066
Pre,38,4.498644547,0.857223073
Pre,20,3.596796866,0.832220432
Pre,3,1.584962501,1
Pre,20,3.193965098,0.739013937
Pre,36,4.429269542,0.856737678
Pre,40,5.200439718,0.977172112
Pre,26,3.696639891,0.786445548
Pre,6,1.442508097,0.558038307
Pre,2,0.918295834,0.918295834
Pre,30,3.992422574,0.813635946
Pre,38,4.73685206,0.902613851
Pre,19,3.620325543,0.852256902
Pre,5,2.25,0.969022256
Pre,14,3.304003799,0.867795062
Pre,31,3.464391092,0.699284177
Pre,5,1.585184206,0.682701678
Pre,4,1.789929075,0.894964538
Pre,7,2.75,0.979569765
Pre,1,0,0
Pre,9,2.460964047,0.77634772
Pre,6,2.5,0.967132018
Pre,19,3.660496132,0.861713417
Pre,19,2.009392279,0.473028853
Pre,14,2.508157119,0.658766301
Pre,3,1.521928095,0.960229718
Pre,72,5.529458582,0.896195429
Pre,77,3.730014607,0.595203711
Pre,20,3.639898423,0.842193193
Pre,18,3.697834082,0.886786712
Pre,38,4.799256465,0.914505098
Pre,5,1.770950594,0.762706907
Pre,24,3.362178733,0.733305612
Pre,4,2,1
Pre,1,0,0
Pre,24,3.23879575,0.706395254
Pre,42,1.26822343,0.235190797
Pre,2,1,1
Pre,39,4.888379814,0.924883218
Pre,8,2.846439345,0.948813115
Pre,61,5.841398391,0.984936283
Pre,10,1.14391471,0.34435264
Pre,122,5.557371937,0.801844258
Pre,82,5.748048499,0.904129214
Pre,90,5.757494338,0.886879948
Pre,18,3.970175521,0.952097585
Pre,78,5.808667726,0.92415211
Pre,30,3.9438225,0.803731492
Pre,216,5.544874835,0.715016799
Pre,42,4.49801415,0.834152331
Pre,84,5.789590294,0.905710701
Pre,81,5.461086909,0.861390554
Pre,1,0,0
Pre,47,4.859637165,0.874886926
Pre,8,2.855539001,0.951846334
Pre,4,1.918295834,0.959147917
Pre,8,2.751629167,0.917209722
Pre,56,5.45077786,0.938599058
Pre,24,4.315311532,0.941187966
Pre,2,0.811278124,0.811278124
Pre,11,2.650140151,0.766062303
Pre,1,0,0
Pre,148,5.755616755,0.798343018
Pre,16,3.969815782,0.992453946
Pre,6,2.521640636,0.975503759
Pre,73,5.222795829,0.843771221
Pre,9,2.835237745,0.894417926
Pre,44,3.459489767,0.633672149
Pre,28,4.425191225,0.920504372
Pre,64,3.876164397,0.646027399
Pre,45,5.120850634,0.932444941
Pre,5,2.121928095,0.913864688
Pre,3,1.370950594,0.864973521
Pre,1,0,0
Pre,1,0,0
Pre,129,5.729377181,0.817171798
Pre,18,3.79696073,0.910558518
Pre,141,6.623767395,0.927756811
Pre,62,5.7191705,0.960527702
Pre,7,1.762186473,0.627703487
Pre,108,5.833234073,0.863557546
Pre,11,2.963745994,0.856714721
Pre,74,5.519049913,0.888814134
Pre,59,5.563839998,0.945806154
Pre,34,4.755958837,0.934839032
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,94,5.710150636,0.871168393
Pre,9,3.027169118,0.954965533
Pre,110,5.644659364,0.832378697
Pre,6,1.685246076,0.651942175
Pre,55,5.063819506,0.875887292
Pre,9,2.561575963,0.808087246
Pre,142,5.529360612,0.773364501
Pre,14,2.85869497,0.750834905
Pre,1,0,0
Pre,32,4.234618489,0.846923698
Pre,22,3.320683461,0.744642758
Pre,18,3.586108334,0.859993485
Pre,15,2.939451894,0.752376301
Pre,3,1.251629167,0.789690082
Pre,31,4.471510566,0.902570323
Pre,3,1.584962501,1
Pre,62,5.343851013,0.897493253
Pre,25,4.345719284,0.935799712
Pre,26,3.819149576,0.812509
Pre,84,5.200954302,0.813625788
Pre,28,4.438676111,0.923309426
Pre,92,5.76158676,0.88319645
Pre,103,5.661732277,0.846740721
Pre,53,4.637440832,0.809620327
Pre,46,4.80870469,0.870580384
Pre,96,6.044321098,0.917897573
Pre,35,4.316514814,0.841543506
Pre,120,5.383451798,0.779432036
Pre,50,5.415234534,0.959491942
Pre,36,4.834464645,0.93511311
Pre,35,3.869252734,0.754345729
Pre,7,2.330124965,0.83000726
Pre,8,2.139835524,0.713278508
Pre,9,2.819957899,0.889597671
Pre,90,6.051764215,0.932209051
Pre,9,0.590945412,0.186422522
Pre,7,2.646439345,0.942680715
Pre,13,3.457867131,0.934447632
Pre,11,3.366091329,0.973018605
Pre,7,2.725480557,0.970835763
Pre,24,3.418432605,0.745574823
Pre,10,3.038562336,0.914698407
Pre,5,2.128085279,0.916516443
Pre,5,2.235926351,0.962961065
Pre,2,0.543564443,0.543564443
Pre,4,1.918295834,0.959147917
Pre,11,3.378783493,0.976687464
Pre,8,2.719294526,0.906431509
Pre,9,2.16229491,0.682128097
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,7,2.75,0.979569765
Pre,3,1.5,0.94639463
Pre,18,3.662346814,0.878276423
Pre,1,0,0
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,26,4.246963926,0.903524815
Pre,6,1.876717193,0.726013315
Pre,4,1.669180337,0.834590168
Pre,25,3.129233617,0.673843782
Pre,16,3.607475391,0.901868848
Pre,23,4.153496012,0.918191472
Pre,53,5.138375607,0.897075238
Pre,32,4.159029433,0.831805887
Pre,110,6.480230367,0.955594548
Pre,5,2.05881389,0.88668288
Pre,15,3.836591668,0.982006425
Pre,2,1,1
Pre,2,1,1
Pre,7,2.75,0.979569765
Pre,3,1.378783493,0.86991553
Pre,1,0,0
Pre,23,4.148600211,0.917109183
Pre,66,5.629541479,0.93136572
Pre,84,5.572449534,0.871741681
Pre,11,3.219528282,0.930652384
Pre,24,4.24015686,0.92479641
Pre,87,5.561962654,0.86326423
Pre,12,3.5,0.97630031
Pre,1,0,0
Pre,1,0,0
Pre,30,4.209348893,0.857844456
Pre,19,3.656079487,0.860673699
Pre,34,3.588916501,0.705443285
Pre,28,4.574114376,0.951482562
Pre,35,3.192166771,0.622341711
Pre,106,5.923522226,0.880438802
Pre,89,1.982886875,0.306202671
Pre,211,5.52124773,0.715085714
Pre,12,3.584962501,1
Pre,267,6.060340044,0.751838315
Pre,79,3.146350092,0.499121118
Pre,104,5.315906966,0.793366882
Pre,27,4.663909766,0.98086648
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,3,1.370950594,0.864973521
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,9,3.056564762,0.964238826
Pre,16,3.49366069,0.873415172
Pre,17,3.938721876,0.963610442
Pre,3,1.584962501,1
Pre,24,3.028701059,0.6605727
Pre,3,1.323531576,0.835055451
Pre,12,1.943663558,0.542171238
Pre,9,2.815922064,0.888324507
Pre,81,4.689233131,0.739644176
Pre,8,2.606238929,0.86874631
Pre,47,4.97576533,0.895793634
Pre,29,3.79455575,0.781097282
Pre,49,3.513724541,0.625806968
Pre,66,5.474356959,0.905691596
Pre,25,2.689957634,0.579250848
Pre,47,4.503102011,0.810699429
Pre,8,2.939829017,0.979943006
Pre,15,3.192708022,0.817199239
Pre,61,4.512525387,0.760870888
Pre,61,4.856158768,0.818811978
Pre,25,4.041184632,0.870221744
Pre,2,1,1
Pre,1,0,0
Pre,2,1,1
Pre,4,2,1
Pre,1,0,0
Pre,5,2.235926351,0.962961065
Pre,31,4.137382456,0.83512687
Pre,8,2.842370993,0.947456998
Pre,92,5.311114659,0.814143361
Pre,95,5.751626138,0.875457009
Pre,47,4.47956287,0.806461646
Pre,72,4.773513186,0.773674426
Pre,69,4.681597564,0.766403998
Pre,22,2.659403319,0.59635477
Pre,23,3.824743001,0.845515777
Pre,8,2.753434386,0.917811462
Pre,8,2.606238929,0.86874631
Pre,14,1.907077775,0.500893091
Pre,12,2.590646651,0.722642608
Pre,15,3.327187377,0.851620309
Pre,2,0.721928095,0.721928095
Pre,7,2.75,0.979569765
Pre,1,0,0
Pre,3,1.251629167,0.789690082
Pre,5,2.321928095,1
Pre,91,3.631436364,0.558013362
Pre,10,3.038562336,0.914698407
Pre,154,5.645005923,0.776822863
Pre,12,3.197159723,0.891825151
Pre,24,4.028331775,0.87859645
Pre,82,6.014613318,0.94605806
Pre,47,3.546839774,0.63854227
Pre,16,3.736440502,0.934110125
Pre,9,2.89939747,0.914658066
Pre,12,1.309529907,0.36528413
Pre,10,2.886175004,0.868825249
Pre,7,2.188787068,0.779661685
Pre,4,1.664497779,0.83224889
Pre,14,3.773557262,0.99112306
Pre,27,2.075893133,0.436580914
Pre,10,2.939829017,0.884976716
Pre,3,1.5,0.94639463
Pre,9,2.931208949,0.92469347
Pre,21,3.764887104,0.857152783
Pre,8,2.81507241,0.93835747
Pre,14,3.510086003,0.921922457
Pre,6,2.521640636,0.975503759
Pre,27,3.444496554,0.724411787
Pre,3,1.5,0.94639463
Pre,29,3.567675873,0.734394778
Pre,3,1.370950594,0.864973521
Pre,33,2.202259337,0.43657559
Pre,11,3.39274741,0.980723941
Pre,25,3.513468241,0.756584204
Pre,18,2.624533891,0.629395946
Pre,41,2.643380213,0.493393291
Pre,13,3.162766225,0.854700108
Pre,51,4.495741696,0.792560752
Pre,68,5.677000664,0.932572537
Pre,14,3.773557262,0.99112306
Pre,74,5.775223519,0.930069554
Pre,13,2.348506235,0.634655991
Pre,21,3.014319656,0.686270906
Pre,13,2.7274112,0.737050569
Pre,13,3.165420335,0.855417349
Pre,16,3.626635034,0.906658759
Pre,52,4.939802895,0.866565237
Pre,2,0.918295834,0.918295834
Pre,14,3.630412661,0.953526197
Pre,83,5.946183722,0.932728932
Pre,71,5.095874835,0.828631606
Pre,11,3.202819531,0.925822471
Pre,139,6.190468557,0.86957716
Pre,9,2.875,0.906961521
Pre,77,5.298660019,0.84551468
Pre,82,6.000610127,0.943855453
Pre,45,4.630483246,0.843154972
Pre,1,0,0
Pre,24,2.997176787,0.653697121
Pre,7,2.646439345,0.942680715
Pre,32,3.286432303,0.657286461
Pre,6,2.565448372,0.992450904
Pre,8,2.780858936,0.926952979
Pre,12,3.078696876,0.858780775
Pre,3,1.584962501,1
Pre,23,3.219950213,0.711817423
Pre,32,3.851046815,0.770209363
Pre,49,4.265415992,0.759685916
Pre,98,6.032957843,0.912051773
Pre,26,4.420811225,0.940510142
Pre,37,3.75604974,0.7210065
Pre,67,5.024607232,0.828310807
Pre,37,3.106053955,0.596234141
Pre,4,0.805958493,0.402979246
Pre,10,3.127986807,0.941617855
Pre,2,0.918295834,0.918295834
Pre,11,2.549820426,0.737063399
Pre,9,2.731431054,0.861670561
Pre,15,3.65366069,0.935183773
Pre,8,1.553633242,0.517877747
Pre,4,1.905639062,0.952819531
Pre,11,3.039353872,0.878570299
Pre,12,2.527465331,0.705018624
Pre,13,3.438721876,0.929273853
Pre,2,1,1
Pre,17,3.61722068,0.884955
Pre,1,0,0
Pre,9,3.169925001,1
Pre,67,4.299162432,0.70872061
Pre,2,1,1
Pre,30,4.266555561,0.869502892
Pre,23,3.248328734,0.718090913
Pre,31,4.586667661,0.925814678
Pre,38,4.669429795,0.889766443
Pre,12,2.170053456,0.605321103
Pre,5,2.321928095,1
Pre,11,3.337175341,0.96466001
Pre,20,4.026986833,0.931757018
Pre,8,0.840936798,0.280312266
Pre,11,3.030639062,0.876051154
Pre,6,2.521640636,0.975503759
Pre,2,1,1
Pre,4,1.378418853,0.689209426
Pre,1,0,0
Pre,2,0.216396932,0.216396932
Pre,1,0,0
Pre,135,6.212133657,0.877814827
Pre,52,4.058556057,0.711972454
Pre,159,6.385708199,0.873213511
Pre,88,5.950649324,0.921234201
Pre,48,4.699186667,0.84139986
Pre,44,4.401679503,0.806252337
Pre,32,2.782705876,0.556541175
Pre,11,2.917405811,0.843319404
Pre,6,2.503258335,0.968392514
Pre,4,1.781937064,0.890968532
Pre,114,5.77988627,0.845891893
Pre,2,1,1
Pre,109,5.252010185,0.775985099
Pre,70,4.489214075,0.732420752
Pre,70,5.604402424,0.914365091
Pre,8,2.845350937,0.948450312
Pre,62,2.829788754,0.475259566
Pre,14,2.938675053,0.771841636
Pre,128,5.654108054,0.807729722
Pre,39,5.076409041,0.960458416
Pre,55,4.957321582,0.857466379
Pre,2,0.918295834,0.918295834
Pre,2,0.918295834,0.918295834
Pre,6,2.098929564,0.811976794
Pre,3,0.865856617,0.546294702
Pre,14,3.589275071,0.942721428
Pre,6,2.077819531,0.803810319
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,13,3.203215693,0.865631097
Pre,11,2.080225638,0.601320063
Pre,12,2.236294941,0.623798698
Pre,71,5.458625231,0.887617836
Pre,38,4.929586836,0.939339734
Pre,12,3.188561229,0.889426662
Pre,34,4.689415988,0.921759261
Pre,19,4.084962501,0.961636583
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,347,7.647775231,0.906264234
Pre,103,5.646036863,0.844393392
Pre,282,7.322250417,0.899588945
Pre,38,4.349389054,0.828782228
Pre,178,6.255395628,0.836760123
Pre,16,3.612783119,0.90319578
Pre,383,7.015229058,0.817511372
Pre,148,6.069780959,0.84191972
Pre,102,5.321777953,0.797577744
Pre,79,5.944540257,0.943011899
Pre,87,6.021885621,0.934648212
Pre,17,3.355439446,0.82091008
Pre,149,6.075919888,0.841637076
Pre,15,3.688721876,0.944157965
Pre,77,5.728686424,0.914134603
Pre,37,5.132257608,0.985181601
Pre,63,5.372754317,0.898862758
Pre,8,2.732158891,0.91071963
Pre,45,5.390272895,0.981503474
Pre,5,1.879964949,0.809656833
Pre,143,6.495132895,0.907157767
Pre,1,0,0
Pre,15,3.794653474,0.971272008
Pre,58,4.875703727,0.83231812
Pre,16,3.41268789,0.853171973
Pre,164,6.45656769,0.877542923
Pre,103,4.738720431,0.708699627
Pre,79,5.458285392,0.865874879
Pre,73,4.243699204,0.685592809
Pre,128,6.163877076,0.880553868
Pre,139,6.244362705,0.877147688
Pre,46,4.823637606,0.873283878
Pre,56,5.358010699,0.922624977
Pre,106,5.221863709,0.776148253
Pre,42,4.871071281,0.903335412
Pre,2,1,1
Pre,2,0.918295834,0.918295834
Pre,5,2.05881389,0.88668288
Pre,2,1,1
Pre,1,0,0
Pre,6,2.5,0.967132018
Pre,17,3.852497577,0.942515621
Pre,21,4.187291427,0.95332168
Pre,25,4.127590441,0.888828222
Pre,6,2.584962501,1
Pre,8,2.556656707,0.852218902
Pre,5,2.25,0.969022256
Pre,5,2.235926351,0.962961065
Pre,1,0,0
Pre,176,6.639038781,0.89001939
Pre,86,5.835872905,0.908128303
Pre,102,4.666415741,0.699358255
Pre,21,3.965939464,0.902926424
Pre,65,5.247370114,0.871313456
Pre,18,3.958229169,0.9492327
Pre,188,5.855330797,0.77506942
Pre,1,0,0
Pre,4,2,1
Pre,4,1.79248125,0.896240625
Pre,5,1.753434386,0.755163086
Pre,64,5.225236848,0.870872808
Pre,43,5.260332601,0.969420557
Pre,91,5.559009141,0.85420783
Pre,21,3.071471608,0.699282705
Pre,27,3.502426519,0.736595034
Pre,29,4.703055907,0.968109161
Pre,4,1.836591668,0.918295834
Pre,1,0,0
Pre,24,4.301019572,0.938070829
Pre,1,0,0
Pre,1,0,0
On,3,1.251629167,0.789690082
On,1,0,0
On,244,6.944154092,0.87560006
On,132,5.022906483,0.713035983
On,93,5.998237045,0.91727961
On,134,6.366573425,0.90100383
On,33,4.83418372,0.958327919
On,333,7.647116007,0.912611374
On,26,4.582913246,0.974996707
On,245,7.610776345,0.958942112
On,48,3.510582617,0.628577652
On,277,6.891883003,0.849408677
On,2,1,1
On,132,6.491507434,0.921513948
On,49,5.525700979,0.984147201
On,54,5.245650438,0.911512247
On,26,4.212663701,0.896227577
On,343,7.600878748,0.90249588
On,86,3.908985082,0.608282608
On,293,7.256801506,0.885542016
On,284,7.146047463,0.876842847
On,126,6.524079955,0.935046326
On,88,3.591277772,0.555974269
On,34,3.984589317,0.78321738
On,52,4.559149164,0.799789032
On,161,4.663905737,0.636196783
On,214,5.8361573,0.753882605
On,39,3.335666443,0.63110929
On,199,4.69868357,0.615282773
On,3,1.584962501,1
On,38,4.444943775,0.846990315
On,4,2,1
On,69,4.361937097,0.714073771
On,8,2.913977073,0.971325691
On,76,5.376491881,0.860524049
On,43,5.157601937,0.950488443
On,98,4.686771532,0.708537735
On,19,1.73301408,0.407966961
On,1,0,0
On,2,0.371232327,0.371232327
On,5,2.251629167,0.9697239
On,1,0,0
On,1,0,0
On,8,2.463458299,0.821152766
On,5,2.251629167,0.9697239
On,15,3.787143961,0.969349888
On,2,0.322756959,0.322756959
On,6,2.128085279,0.823255764
On,10,3.180832987,0.95752614
On,77,5.633657158,0.898970648
On,146,6.497865046,0.903758498
On,89,5.749724125,0.88788771
On,302,7.432796859,0.902213122
On,1,0,0
On,13,3.640223929,0.983727396
On,227,7.43254496,0.949658074
On,2,1,1
On,79,5.395824056,0.855966327
On,18,3.098633839,0.743091024
On,1,0,0
On,105,6.560309806,0.977073267
On,67,5.496536788,0.906108799
On,20,3.566699662,0.825256595
On,44,3.123367676,0.572104918
On,68,5.593076303,0.91878611
On,37,2.929055665,0.562257776
On,10,2.642423962,0.795448874
On,80,4.71884691,0.746425274
On,7,1.153714734,0.41096148
On,88,5.671095876,0.877955865
On,9,3.026986833,0.954908028
On,28,4.64851046,0.966958033
On,58,5.210221657,0.889422766
On,10,3.251629167,0.978837914
On,171,6.114919377,0.824351706
On,9,3.022055209,0.953352274
On,105,6.104793524,0.909230011
On,78,5.235753703,0.833002172
On,38,4.990622872,0.950970237
On,20,4.002268084,0.926037638
On,69,5.70928003,0.934641429
On,11,3.324862958,0.961100933
On,54,4.751185921,0.825591451
On,10,3.139572262,0.945105424
On,1,0,0
On,3,1.584962501,1
On,15,2.840189861,0.726969387
On,24,4.24705282,0.926300448
On,286,6.277812742,0.769351928
On,24,3.976815147,0.867360452
On,68,5.171921489,0.849602145
On,233,6.003530749,0.763401405
On,284,6.345035503,0.778556121
On,78,5.50985322,0.876611079
On,60,5.015811787,0.849145876
On,22,2.35369889,0.52780244
On,6,2.521640636,0.975503759
On,14,3.621175543,0.951100073
On,11,3.308751351,0.956443635
On,7,1.849007088,0.658629614
On,3,1.5,0.94639463
On,157,6.556633209,0.898831267
On,43,4.918445884,0.906414653
On,174,6.408356098,0.860997548
On,114,4.142987515,0.606330192
On,65,4.933821797,0.819249496
On,33,4.893318286,0.970050747
On,18,3.852727783,0.923932153
On,92,5.336991035,0.818109964
On,82,5.839095087,0.918450228
On,19,2.166210943,0.509945364
On,43,3.585788068,0.660820699
On,45,4.799314193,0.873897045
On,1,0,0
On,4,2,1
On,73,5.438111851,0.878556702
On,9,3.056564762,0.964238826
On,7,1.878477513,0.669127191
On,6,2.584962501,1
On,8,3,1
On,27,3.64535038,0.766653339
On,27,1.550903778,0.326170446
On,40,4.61345502,0.866876617
On,36,4.688898101,0.906956697
On,12,3.434560814,0.958046511
On,88,5.255510159,0.81361805
On,89,5.819501782,0.898662961
On,37,4.242016544,0.814292066
On,25,4.556088323,0.981100219
On,197,6.781962525,0.889781739
On,33,4.744726365,0.940593905
On,375,6.868408208,0.803252439
On,10,3.220175521,0.969369423
On,286,7.261527071,0.889907055
On,111,6.018339963,0.885777392
On,195,7.112247554,0.934920302
On,5,2.235926351,0.962961065
On,44,4.258000183,0.779934704
On,4,1.921928095,0.960964047
On,7,2.55034071,0.90844969
On,27,4.072263853,0.856437476
On,200,6.31222577,0.825790754
On,76,6.044605178,0.967457635
On,303,7.381692284,0.895491506
On,226,7.254829654,0.927706347
On,96,6.343047819,0.963262557
On,43,3.543151074,0.652963177
On,2,1,1
On,2,1,1
On,3,1.584962501,1
On,5,2.321928095,1
On,3,1.5,0.94639463
On,4,1.842370993,0.921185497
On,4,1.921928095,0.960964047
On,3,1.584962501,1
On,4,1.664497779,0.83224889
On,5,2.25,0.969022256
On,9,2.744842532,0.865901411
On,48,4.789842385,0.857631969
On,19,3.846439345,0.905486106
On,11,3.134848614,0.90617447
On,31,3.75846129,0.758641978
On,10,3.128085279,0.941647498
On,38,4.691826779,0.89403422
On,6,2.521640636,0.975503759
On,125,5.98092633,0.858614922
On,12,3.375,0.941432442
On,138,5.50891276,0.774972752
On,133,6.513338868,0.923186127
On,78,5.510744492,0.876752879
On,97,5.520960075,0.836520149
On,72,5.164397625,0.837027618
On,58,5.674735151,0.9687186
On,48,4.663019175,0.83492399
On,67,4.604781619,0.759102195
On,115,5.553173809,0.811216402
On,65,5.160914211,0.856957657
On,74,5.183722987,0.834811485
On,98,5.474453963,0.827618156
On,49,4.325435453,0.770375598
On,97,3.932215891,0.595798154
On,156,4.783069536,0.656527861
On,12,2.979573959,0.831131137
On,72,5.717385645,0.926653994
On,14,3.524944975,0.925825159
On,1,0,0
On,9,2.75,0.867528411
On,174,6.382921231,0.857580235
On,170,6.43992902,0.869157678
On,56,4.722160442,0.813134466
On,67,4.898822747,0.807575127
On,20,2.542845008,0.588358934
On,20,3.768288345,0.871899824
On,10,3.277613437,0.986659959
On,42,3.901430911,0.723516552
On,47,4.994812037,0.899222637
On,94,5.091654993,0.776807685
On,3,1.584962501,1
On,58,4.86148669,0.829891168
On,1,0,0
On,27,2.976195666,0.625923466
On,4,1.657742727,0.828871363
On,55,5.003659881,0.865481501
On,61,3.143762812,0.530079589
On,36,4.652969039,0.900007067
On,9,3.006238929,0.948362793
On,17,3.560050777,0.870968353
On,45,4.261974211,0.776053936
On,16,3.441084981,0.860271245
On,92,6.250861678,0.958197641
On,21,4.226566669,0.962263485
On,2,1,1
On,14,3.013422687,0.791474068
On,2,0.543564443,0.543564443
On,378,7.895909358,0.922177739
On,31,2.221521029,0.44841199
On,31,4.107563835,0.829108008
On,1,0,0
On,1,0,0
On,134,6.313911871,0.893551114
On,110,4.192081638,0.618177153
On,41,4.11850304,0.768728523
On,33,4.322923438,0.856975751
On,89,5.461296505,0.843347949
