Treatment,Number_CDR3,Habs,H
Pre,7,2.173557262,0.774236718
Pre,4,1.921928095,0.960964047
Pre,1,0,0
Pre,6,2.521640636,0.975503759
Pre,1,0,0
Pre,4,1.921928095,0.960964047
Pre,15,2.221939441,0.568723231
Pre,19,3.647113744,0.858563083
Pre,14,3.702819531,0.972543828
Pre,9,3.085055103,0.973226528
Pre,15,3.725650756,0.953610209
Pre,6,1.505096771,0.582250911
Pre,12,3.344698375,0.932980017
Pre,2,1,1
Pre,7,1.858215482,0.66190971
Pre,24,3.483193072,0.759699359
Pre,22,3.876937986,0.8693794
Pre,3,1.521928095,0.960229718
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,32,3.876527954,0.775305591
Pre,29,2.933281777,0.603806762
Pre,7,1.958818853,0.697745354
Pre,15,3.826874882,0.979519336
Pre,6,2.556656707,0.989049824
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,7,2.641604168,0.94095839
Pre,7,2.807354922,1
Pre,13,3.404542813,0.920037367
Pre,1,0,0
Pre,5,2.25,0.969022256
Pre,3,1.5,0.94639463
Pre,12,3.115748962,0.869116193
Pre,9,1.517400992,0.478686717
Pre,10,3.093069208,0.93110661
Pre,8,2.931208949,0.97706965
Pre,4,1.905639062,0.952819531
Pre,3,1.5,0.94639463
Pre,3,1.378783493,0.86991553
Pre,3,1.251629167,0.789690082
Pre,13,3.664497779,0.990287117
Pre,4,2,1
Pre,3,1.5,0.94639463
Pre,2,1,1
Pre,7,2.75,0.979569765
Pre,22,3.606757058,0.808792996
Pre,24,4.371178126,0.95337271
Pre,5,2.321928095,1
Pre,12,3.392147224,0.946215539
Pre,5,2.251629167,0.9697239
Pre,6,2.321928095,0.898244402
Pre,1,0,0
Pre,2,0.970950594,0.970950594
Pre,7,2.437065832,0.868100365
Pre,16,2.997607454,0.749401864
Pre,13,3.165420335,0.855417349
Pre,1,0,0
Pre,24,4.103701696,0.895034953
Pre,2,1,1
Pre,27,4.735926351,0.996012282
Pre,12,3.546593564,0.989297256
Pre,17,3.247334455,0.794462135
Pre,6,2.584962501,1
Pre,6,2.521640636,0.975503759
Pre,1,0,0
Pre,41,3.579257718,0.668077083
Pre,10,3.03657669,0.914100668
Pre,3,1.360964047,0.858672711
Pre,1,0,0
Pre,31,4.787571191,0.966366872
Pre,1,0,0
Pre,8,3,1
Pre,7,2.646439345,0.942680715
Pre,11,3.324862958,0.961100933
Pre,5,2.321928095,1
Pre,26,2.333475977,0.496437805
Pre,1,0,0
Pre,3,1.584962501,1
Pre,9,2.702904337,0.852671384
Pre,1,0,0
Pre,10,3.180832987,0.95752614
Pre,4,1.921928095,0.960964047
Pre,34,4.780631001,0.939688633
Pre,10,2.343767422,0.705544297
Pre,1,0,0
Pre,1,0,0
Pre,39,4.644470851,0.878735555
Pre,3,1.584962501,1
Pre,37,4.345265598,0.834111622
Pre,13,3.664497779,0.990287117
Pre,5,2.155639062,0.928383212
Pre,50,4.798982344,0.850302024
Pre,10,3.251629167,0.978837914
Pre,31,3.458590195,0.698113272
Pre,23,4.423251797,0.977824962
Pre,9,2.950212065,0.930688286
Pre,13,3.640223929,0.983727396
Pre,1,0,0
Pre,35,3.958304837,0.771707239
Pre,4,1.664497779,0.83224889
Pre,7,2.060248976,0.733875493
Pre,5,2.251629167,0.9697239
Pre,34,3.492770772,0.686544724
Pre,5,1.770950594,0.762706907
Pre,8,2.789898095,0.929966032
Pre,5,2.251629167,0.9697239
Pre,6,2.405639062,0.930628224
Pre,2,0.918295834,0.918295834
Pre,2,1,1
Pre,5,2.321928095,1
Pre,17,3.486884633,0.853068216
Pre,12,3.290321609,0.917812002
Pre,12,3.506890596,0.978222393
Pre,9,2.836591668,0.894845041
Pre,20,4.168295834,0.964452842
Pre,24,3.994554922,0.871229573
Pre,6,2.521640636,0.975503759
Pre,23,4.444187892,0.982453194
Pre,13,3.625,0.97961331
Pre,25,4.396439345,0.946721682
Pre,7,2.521928095,0.898328913
Pre,6,2.5,0.967132018
Pre,13,3.589898095,0.970127436
Pre,2,1,1
Pre,2,1,1
Pre,2,1,1
Pre,2,1,1
Pre,3,1.298794941,0.819448372
Pre,11,3.300559092,0.954075541
Pre,1,0,0
Pre,9,2.236720317,0.705606699
Pre,7,2.641604168,0.94095839
Pre,24,3.805939209,0.830091676
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,1,0,0
Pre,2,1,1
Pre,2,0.650022422,0.650022422
Pre,2,1,1
Pre,6,2.5,0.967132018
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,3,1.584962501,1
Pre,3,1.5,0.94639463
Pre,1,0,0
Pre,1,0,0
Pre,26,4.246519267,0.903430215
Pre,12,1.610811043,0.449324377
Pre,37,4.994630662,0.958762909
Pre,17,3.170528864,0.775671605
Pre,52,5.312151679,0.931884546
Pre,1,0,0
Pre,2,0.591672779,0.591672779
Pre,1,0,0
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,23,3.688521385,0.815401982
Pre,12,2.851510777,0.795408816
Pre,5,2.321928095,1
Pre,4,1.921928095,0.960964047
Pre,25,3.872646296,0.833928989
Pre,6,2.405639062,0.930628224
Pre,4,1.351227481,0.67561374
Pre,9,1.620890764,0.511334105
Pre,1,0,0
Pre,4,1.657742727,0.828871363
Pre,1,0,0
Pre,15,3.729446195,0.954581682
Pre,20,4.321928095,1
Pre,23,4.375,0.967158191
Pre,22,4.232759924,0.949170272
Pre,3,1.5,0.94639463
Pre,27,4.42507052,0.930636218
Pre,22,4.39274741,0.985046478
Pre,15,2.803468366,0.717570226
Pre,1,0,0
Pre,16,3.719079571,0.929769893
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,1,0,0
Pre,6,1.497385205,0.57926767
Pre,2,1,1
Pre,4,1.921928095,0.960964047
Pre,2,1,1
Pre,1,0,0
Pre,18,3.909368064,0.937515198
Pre,2,1,1
Pre,9,3.026986833,0.954908028
Pre,10,2.858118463,0.860379389
Pre,13,2.565196012,0.693213836
Pre,26,4.607264455,0.980177331
Pre,14,3.75,0.984935756
Pre,18,3.38650947,0.812127189
Pre,2,1,1
Pre,36,4.668843051,0.90307752
Pre,16,3.88418372,0.97104593
Pre,5,2.321928095,1
Pre,3,1.298794941,0.819448372
Pre,1,0,0
Pre,1,0,0
Pre,6,2.584962501,1
Pre,1,0,0
Pre,2,1,1
Pre,2,1,1
Pre,1,0,0
Pre,13,3.616874606,0.977417518
Pre,1,0,0
Pre,9,2.739572262,0.864238826
Pre,2,1,1
Pre,7,2.688721876,0.957742056
Pre,2,1,1
Pre,2,1,1
Pre,1,0,0
Pre,3,1.584962501,1
Pre,3,1.5,0.94639463
Pre,1,0,0
Pre,2,1,1
Pre,2,1,1
Pre,2,1,1
Pre,9,1.976123303,0.623397494
Pre,1,0,0
Pre,24,4.19121043,0.914120983
Pre,5,2.321928095,1
Pre,19,4.142914673,0.975279041
Pre,24,4.079347811,0.889723266
Pre,13,3.011344009,0.813780047
Pre,9,0.490901962,0.154862327
Pre,3,1.584962501,1
Pre,1,0,0
Pre,1,0,0
Pre,3,0.614369446,0.387623963
Pre,5,2.197159723,0.946265187
Pre,1,0,0
Pre,1,0,0
Pre,4,1.918295834,0.959147917
Pre,1,0,0
Pre,8,2.732158891,0.91071963
Pre,5,2.321928095,1
Pre,4,1.191760148,0.595880074
Pre,3,1.459147917,0.920619836
Pre,6,2.521640636,0.975503759
Pre,1,0,0
Pre,13,2.926117276,0.790748532
Pre,17,3.98418372,0.974732707
Pre,1,0,0
Pre,4,1.291691997,0.645845999
Pre,4,2,1
Pre,14,3.407480033,0.894973046
Pre,12,3.456564762,0.964184357
Pre,12,2.392916571,0.667487197
Pre,6,2.521640636,0.975503759
Pre,19,3.964153477,0.933197062
Pre,5,2.321928095,1
Pre,11,3.378783493,0.976687464
Pre,2,1,1
Pre,5,2.251629167,0.9697239
Pre,5,2.321928095,1
Pre,16,3.676944763,0.919236191
Pre,7,2.641604168,0.94095839
Pre,1,0,0
Pre,17,3.714869787,0.908844907
Pre,2,1,1
Pre,21,4.315824334,0.982584799
Pre,21,4.334962501,0.986941991
Pre,10,3.106890596,0.935267263
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,11,3.418295834,0.988109092
Pre,7,2.661226256,0.947947919
Pre,4,1.921928095,0.960964047
Pre,8,2.921928095,0.973976032
Pre,3,1.584962501,1
Pre,3,1.378783493,0.86991553
Pre,9,2.708098664,0.854310011
Pre,2,1,1
Pre,1,0,0
Pre,11,3.001629167,0.867665414
Pre,1,0,0
Pre,3,1.584962501,1
Pre,3,1.148834854,0.724834092
Pre,1,0,0
Pre,5,2.321928095,1
Pre,2,1,1
Pre,2,0.918295834,0.918295834
Pre,5,2.235926351,0.962961065
Pre,16,3.050989027,0.762747257
Pre,1,0,0
Pre,11,3.459431619,1
Pre,4,1.921928095,0.960964047
Pre,4,1.75,0.875
Pre,15,3.852168724,0.985993498
Pre,3,1.5,0.94639463
Pre,6,1.515424159,0.58624609
Pre,2,0.216396932,0.216396932
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,2,1,1
Pre,1,0,0
Pre,3,1.370950594,0.864973521
Pre,1,0,0
Pre,40,4.923573385,0.925148423
Pre,16,3.767894148,0.941973537
Pre,25,4.498939574,0.968793905
Pre,21,4.310443058,0.981359643
Pre,7,2.173557262,0.774236718
Pre,2,1,1
Pre,15,2.978407624,0.762347332
Pre,6,2.584962501,1
Pre,33,4.67326969,0.926428344
Pre,1,0,0
Pre,8,1.375315618,0.458438539
Pre,35,4.825222838,0.940720725
Pre,11,2.979470571,0.861260143
Pre,13,3.572431251,0.965407228
Pre,2,1,1
Pre,16,3.561748048,0.890437012
Pre,1,0,0
Pre,35,4.430562939,0.863778217
Pre,12,3.097762878,0.864099102
Pre,2,1,1
Pre,3,1.5,0.94639463
Pre,3,1.584962501,1
Pre,1,0,0
Pre,2,1,1
Pre,2,0.721928095,0.721928095
Pre,1,0,0
Pre,7,2.75,0.979569765
Pre,10,2.158445004,0.64975669
Pre,1,0,0
Pre,7,2.140518056,0.762467916
Pre,4,1.921928095,0.960964047
Pre,11,3.459431619,1
Pre,85,6.28683661,0.980878944
Pre,37,4.868164003,0.934486531
Pre,52,5.556757621,0.974794559
Pre,14,3.734521665,0.980870379
Pre,39,5.144923109,0.973421302
Pre,3,1.584962501,1
Pre,109,5.427762535,0.801952529
Pre,44,5.069747586,0.928621868
Pre,24,4.440223929,0.968431896
Pre,24,4.502583407,0.982032766
Pre,12,3.546593564,0.989297256
Pre,7,2.75,0.979569765
Pre,37,4.994741988,0.958784279
Pre,8,2.947702779,0.982567593
Pre,35,4.924596501,0.960094517
Pre,12,3.290321609,0.917812002
Pre,4,2,1
Pre,3,1.584962501,1
Pre,18,4.055958152,0.972669329
Pre,4,2,1
Pre,51,5.320728224,0.937998811
Pre,3,1.370950594,0.864973521
Pre,12,3.521640636,0.982336813
Pre,7,2.75,0.979569765
Pre,31,4.724101264,0.953555525
Pre,27,4.635006998,0.974787941
Pre,10,2.560964047,0.770926996
Pre,14,3.725480557,0.978495736
Pre,31,4.340065478,0.876038252
Pre,25,4.415311532,0.950785587
Pre,15,2.060356724,0.527364837
Pre,10,3.251629167,0.978837914
Pre,23,4.362507471,0.964396534
Pre,1,0,0
Pre,2,1,1
Pre,22,4.046381113,0.907375975
Pre,1,0,0
Pre,1,0,0
Pre,6,2.080500531,0.804847471
Pre,3,1.370950594,0.864973521
Pre,3,1.584962501,1
Pre,3,1.061278124,0.669591946
Pre,4,1.918295834,0.959147917
Pre,3,1.5,0.94639463
Pre,50,4.517928661,0.800503859
Pre,16,0.839523285,0.209880821
Pre,23,4.152171866,0.91789875
Pre,4,2,1
Pre,17,3.45073518,0.844224232
Pre,6,2.5,0.967132018
Pre,33,3.379625913,0.669976579
Pre,3,1.251629167,0.789690082
Pre,17,2.378409583,0.581879194
Pre,12,3.321104331,0.926398625
Pre,25,4.378991987,0.942964598
Pre,8,2.845350937,0.948450312
Pre,8,2.913977073,0.971325691
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,7,0.341911819,0.121791447
On,1,0,0
On,41,4.919666368,0.91826759
On,18,4.142664356,0.993462557
On,11,3.323231429,0.960629316
On,10,3.277613437,0.986659959
On,8,2.947702779,0.982567593
On,45,5.289435444,0.963142195
On,13,3.700439718,1
On,48,4.905552035,0.87835004
On,99,6.2207364,0.93836201
On,1,0,0
On,89,2.742482672,0.423501477
On,8,2.921928095,0.973976032
On,48,5.267056493,0.94307822
On,9,3.027169118,0.954965533
On,73,5.73538916,0.926583477
On,10,3.188721876,0.959900932
On,58,5.521637349,0.942583691
On,47,5.212743432,0.938457116
On,15,3.787143961,0.969349888
On,4,2,1
On,7,2.75,0.979569765
On,14,3.75,0.984935756
On,31,4.579771653,0.924422725
On,26,3.721572429,0.791749847
On,4,0.046541217,0.023270608
On,24,4.211548875,0.918556885
On,1,0,0
On,17,3.865998613,0.945818657
On,8,2.947702779,0.982567593
On,10,2.061021154,0.620429189
On,13,3.572431251,0.965407228
On,26,4.222573884,0.89833593
On,15,3.725650756,0.953610209
On,40,4.921071346,0.924678285
On,2,1,1
On,1,0,0
On,1,0,0
On,2,0.970950594,0.970950594
On,1,0,0
On,2,1,1
On,8,2.362740279,0.787580093
On,3,0.199730706,0.126016045
On,18,3.002290439,0.719986675
On,23,4.270910335,0.944147638
On,2,1,1
On,1,0,0
On,6,2.521640636,0.975503759
On,1,0,0
On,1,0,0
On,1,0,0
On,13,3.239353872,0.875397012
On,2,1,1
On,8,1.54709907,0.51569969
On,7,2.725480557,0.970835763
On,3,1.584962501,1
On,8,2.248570258,0.749523419
On,7,2.404009757,0.856325553
On,5,2.251629167,0.9697239
On,7,2.807354922,1
On,1,0,0
On,34,4.562822441,0.896875827
On,9,2.896291529,0.91367825
On,11,3.39274741,0.980723941
On,9,2.322179346,0.732566021
On,5,1.770950594,0.762706907
On,35,4.743175067,0.924724772
On,14,3.807354922,1
On,2,1,1
On,2,1,1
On,7,2.725480557,0.970835763
On,9,3.026986833,0.954908028
On,32,4.576629093,0.915325819
On,5,2,0.861353116
On,8,2.947702779,0.982567593
On,31,4.548468316,0.918104175
On,44,4.857732393,0.889787204
On,8,2.846439345,0.948813115
On,8,2.058985639,0.686328546
On,3,1.584962501,1
On,3,1.521928095,0.960229718
On,2,1,1
On,1,0,0
On,30,2.307203467,0.470196639
On,4,1.446616668,0.723308334
On,24,4.281620113,0.933839723
On,37,4.291355365,0.823763083
On,11,3.418295834,0.988109092
On,5,2.321928095,1
On,2,0.918295834,0.918295834
On,21,3.277442046,0.746176046
On,10,3.188721876,0.959900932
On,1,0,0
On,13,2.048906445,0.553692696
On,12,3.181366329,0.887419695
On,8,2.732158891,0.91071963
On,1,0,0
On,1,0,0
On,1,0,0
On,3,1.5,0.94639463
On,2,1,1
On,7,2.75,0.979569765
On,6,1.854285872,0.717335695
On,13,3.522571589,0.951933245
On,15,3.449454802,0.882915638
On,7,1.898893494,0.67639951
On,5,2.251629167,0.9697239
On,3,1.584962501,1
On,3,1.148834854,0.724834092
On,50,4.467994796,0.791656386
On,2,0.918295834,0.918295834
On,51,5.487658034,0.967427106
On,13,3.364270209,0.909154172
On,34,5.01608859,0.985970561
On,7,2.353533949,0.838345708
On,2,1,1
On,7,2.807354922,1
On,23,3.73366069,0.82538069
On,17,2.670612965,0.65336691
On,43,5.143852092,0.9479545
On,7,2.625814584,0.935334027
On,10,3.041446071,0.915566498
On,4,2,1
On,3,1.584962501,1
On,1,0,0
On,1,0,0
On,11,2.797402638,0.808630708
On,5,2.25,0.969022256
On,8,2.845350937,0.948450312
On,3,1.5,0.94639463
On,1,0,0
On,15,2.354775578,0.602723706
On,4,1.921928095,0.960964047
On,28,4.192083954,0.872014657
On,22,4.418295834,0.990775554
On,13,3.404542813,0.920037367
On,17,3.75326969,0.918239464
On,6,1.430328607,0.553326637
On,9,3.05881389,0.964948347
On,2,1,1
On,16,3.161570835,0.790392709
On,29,3.599376726,0.740920298
On,11,3.373557262,0.975176744
On,7,2.807354922,1
On,2,1,1
On,1,0,0
On,1,0,0
On,32,3.027398336,0.605479667
On,45,3.564331173,0.64902158
On,5,1.186681742,0.511076008
On,16,3.921928095,0.980482024
On,12,3.027654386,0.844542833
On,4,1.75,0.875
On,1,0,0
On,6,2.5,0.967132018
On,8,2.921928095,0.973976032
On,15,3.852168724,0.985993498
On,1,0,0
On,8,2.846439345,0.948813115
On,4,2,1
On,7,2.359879029,0.840605871
On,2,0.918295834,0.918295834
On,10,3.182005815,0.957879197
On,12,3.4677201,0.96729606
On,1,0,0
On,7,2.721928095,0.96957035
On,5,2.235926351,0.962961065
On,16,3.788754914,0.947188728
On,6,2.521640636,0.975503759
On,1,0,0
On,3,1.584962501,1
On,1,0,0
On,3,1.148834854,0.724834092
On,5,2.05881389,0.88668288
On,3,1.584962501,1
On,6,2.222191576,0.859661049
On,1,0,0
On,24,3.876464609,0.845473569
On,33,4.958353821,0.982943383
On,2,0.721928095,0.721928095
On,16,3.699470571,0.924867643
On,3,1.584962501,1
On,6,2.405639062,0.930628224
On,4,1.446616668,0.723308334
On,9,3.169925001,1
On,3,1.584962501,1
On,23,3.574118824,0.790111611
On,17,3.851227481,0.942204891
On,2,1,1
On,12,3.584962501,1
On,43,5.384376086,0.992280386
On,15,3.807763576,0.974627644
On,18,3.560820381,0.853929119
On,5,2.235926351,0.962961065
On,14,3.75,0.984935756
On,4,2,1
On,61,3.80045058,0.640805749
On,4,1.418295834,0.709147917
On,33,4.508049747,0.893675165
On,19,4.136842188,0.973849524
On,1,0,0
On,4,1.664497779,0.83224889
On,1,0,0
On,10,2.098006298,0.631562827
On,1,0,0
On,34,3.248065569,0.63844507
On,7,2.725480557,0.970835763
On,17,3.997670276,0.9780322
On,3,1.5,0.94639463
On,3,1.584962501,1
On,15,3.335237745,0.853680866
On,1,0,0
On,13,3.664497779,0.990287117
On,9,3.169925001,1
On,14,3.363713276,0.883477728
On,17,2.952882292,0.722424254
On,1,0,0
On,42,4.764556622,0.883582373
On,31,3.806831486,0.768405458
On,3,1.459147917,0.920619836
On,43,4.428400129,0.816104693
On,17,3.970573096,0.97140286
On,7,2.663532755,0.94876951
On,50,4.881427426,0.864909959
On,9,3.022055209,0.953352274
On,30,3.677491418,0.749454537
On,29,4.743289445,0.976391108
On,14,3.683542362,0.967480689
On,28,4.458453829,0.92742348
On,4,2,1
On,25,4.194906706,0.903323991
On,11,3.280639062,0.948317361
On,10,2.179772678,0.65617696
On,9,3.169925001,1
On,14,3.458525019,0.908379988
On,2,1,1
On,24,4.422000517,0.964457292
On,10,3.251629167,0.978837914
On,6,2.521640636,0.975503759
On,4,2,1
On,6,2.584962501,1
On,1,0,0
On,10,3.277613437,0.986659959
On,2,1,1
On,18,3.758027054,0.901221737
On,17,3.229044175,0.789987408
On,1,0,0
On,16,3.947702779,0.986925695
On,14,3.276174343,0.860485668
On,20,3.973447048,0.919369078
On,21,3.877167325,0.882715649
On,15,3.794653474,0.971272008
On,1,0,0
On,28,4.789015478,0.996185128
On,10,3.277613437,0.986659959
On,23,4.233426641,0.935861315
On,11,3.334679141,0.963938447
On,11,3.240223929,0.936634767
On,12,3.471354487,0.968309846
On,4,1.79248125,0.896240625
On,2,0.918295834,0.918295834
On,3,1.5,0.94639463
On,3,1.061278124,0.669591946
On,1,0,0
On,8,2.855388542,0.951796181
On,13,3.38367453,0.91439796
On,1,0,0
On,23,3.44419967,0.761391068
On,1,0,0
On,4,1.79248125,0.896240625
On,8,2.753434386,0.917811462
On,2,0.918295834,0.918295834
On,4,2,1
On,2,1,1
On,2,0.591672779,0.591672779
On,1,0,0
On,3,1.584962501,1
On,1,0,0
On,4,1.664497779,0.83224889
On,1,0,0
On,4,2,1
On,51,5.340634427,0.941508104
On,1,0,0
On,1,0,0
On,2,1,1
On,3,1.5,0.94639463
On,1,0,0
On,8,1.404084087,0.468028029
On,1,0,0
On,1,0,0
On,22,2.918150014,0.654377119
On,16,2.883950083,0.720987521
On,52,5.198576057,0.911960535
On,13,2.446170282,0.661048542
On,55,5.449444471,0.942588723
On,3,1.584962501,1
On,1,0,0
On,5,1.960964047,0.844541246
On,1,0,0
On,2,1,1
On,1,0,0
On,1,0,0
On,31,4.515592288,0.911468179
On,29,3.629431792,0.747107038
On,3,1.584962501,1
On,5,2.235926351,0.962961065
On,26,3.837398576,0.816391403
On,2,1,1
On,2,0.918295834,0.918295834
On,10,2.813846109,0.847052082
On,7,2.249389676,0.801248769
On,15,2.233867886,0.571776412
On,2,1,1
On,4,1.79248125,0.896240625
On,2,1,1
On,18,3.910232941,0.937722606
On,34,2.189890116,0.430448376
On,14,3.518369979,0.924098239
On,32,4.534860673,0.906972135
On,5,2.321928095,1
On,31,4.608909589,0.930304191
On,22,4.180002762,0.937339805
On,21,4.282484261,0.974994257
On,6,2.5,0.967132018
On,1,0,0
On,3,1.584962501,1
On,5,2.321928095,1
On,6,2.419381946,0.935944697
On,8,1.74095326,0.580317753
On,7,2.55034071,0.90844969
On,2,1,1
On,1,0,0
On,5,2.251629167,0.9697239
On,29,4.603538242,0.947623765
On,1,0,0
On,18,4.121928095,0.988489743
On,14,2.760647923,0.725082893
On,22,3.916537121,0.878259262
On,18,4.095795255,0.982222763
On,17,3.682817315,0.901003253
On,19,2.675522663,0.629841883
On,2,1,1
On,1,0,0
On,32,4.485823282,0.897164656
On,21,4.101846067,0.933868314
On,11,3.418295834,0.988109092
On,2,0.650022422,0.650022422
On,1,0,0
On,1,0,0
On,2,1,1
On,6,2.584962501,1
On,8,2.947702779,0.982567593
On,13,3.700439718,1
On,8,2.921928095,0.973976032
On,12,3.373557262,0.94103
On,1,0,0
On,5,2.321928095,1
On,7,2.725480557,0.970835763
On,7,2.807354922,1
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,2,0.918295834,0.918295834
On,1,0,0
On,1,0,0
On,1,0,0
On,2,1,1
On,14,2.699456589,0.709011018
On,6,2.521640636,0.975503759
On,45,5.161038655,0.939762693
On,3,1.370950594,0.864973521
On,13,3.700439718,1
On,22,3.702957172,0.830365277
On,13,2.65293712,0.716924831
On,10,2.608818477,0.785332615
On,8,0.760010969,0.25333699
On,3,1.370950594,0.864973521
On,2,1,1
On,3,0.497150184,0.313666843
On,6,2.5,0.967132018
On,1,0,0
On,1,0,0
On,2,0.918295834,0.918295834
On,1,0,0
On,4,1.905639062,0.952819531
On,1,0,0
On,4,1.49111485,0.745557425
On,3,1.5,0.94639463
On,7,2.807354922,1
On,4,2,1
On,12,2.854640508,0.796281832
On,1,0,0
On,22,4.280394654,0.959852066
On,2,0.918295834,0.918295834
On,3,1.040852083,0.656704548
On,3,1.584962501,1
On,14,3.249820914,0.853563952
On,17,3.914866304,0.957774164
On,15,2.669240705,0.683213579
On,7,2.75,0.979569765
On,1,0,0
On,1,0,0
On,7,2.522055209,0.898374192
On,1,0,0
On,13,3.572431251,0.965407228
On,5,2.128085279,0.916516443
On,23,4.194670831,0.927293772
On,10,2.939829017,0.884976716
On,3,1.584962501,1
On,17,3.807354922,0.931471446
On,1,0,0
On,31,4.190689381,0.845886824
On,19,4.175735869,0.983005443
On,6,2.419381946,0.935944697
On,6,2.481714573,0.960058249
On,3,1.584962501,1
On,10,3.180832987,0.95752614
On,1,0,0
On,2,0.918295834,0.918295834
On,4,1.921928095,0.960964047
On,2,0.811278124,0.811278124
On,1,0,0
On,10,3.182005815,0.957879197
On,15,3.418401456,0.874967285
On,5,2.321928095,1
On,2,0.918295834,0.918295834
On,7,2.521928095,0.898328913
On,7,2.725480557,0.970835763
On,10,3.277613437,0.986659959
On,1,0,0
On,1,0,0
On,3,1.5,0.94639463
On,6,2.584962501,1
On,4,1.488525295,0.744262647
On,1,0,0
On,12,2.806584111,0.782876839
On,10,3.321928095,1
On,4,2,1
On,6,1.798794941,0.695868872
On,13,3.413833864,0.922548163
On,2,1,1
On,2,0.918295834,0.918295834
On,3,1.5,0.94639463
On,9,2.701609497,0.852262907
