Treatment,Number_CDR3,Habs,H
Pre,1,0,0
Pre,3,0.868378886,0.547886077
Pre,1,0,0
Pre,4,1.842370993,0.921185497
Pre,2,0.918295834,0.918295834
Pre,16,3.09714198,0.774285495
Pre,17,2.663698252,0.651675221
Pre,1,0,0
Pre,24,3.88379289,0.847071899
Pre,10,2.02727837,0.610271599
Pre,20,3.737604923,0.864800349
Pre,1,0,0
Pre,40,5.119153237,0.961898234
Pre,3,1.584962501,1
Pre,78,5.921004557,0.942024766
Pre,41,4.948296776,0.923611525
Pre,20,3.817586539,0.883306352
Pre,45,4.786944821,0.871644732
Pre,10,1.932879213,0.581854621
Pre,17,3.850115045,0.941932733
Pre,8,2.751629167,0.917209722
Pre,40,4.453164769,0.836757786
Pre,34,4.606377889,0.905437157
Pre,37,4.776310606,0.91685447
Pre,47,5.262979041,0.947501099
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,4,2,1
Pre,64,4.880148844,0.813358141
Pre,43,4.915412472,0.905855629
Pre,12,2.711983853,0.756488765
Pre,22,2.64633875,0.593425121
Pre,25,4.03401021,0.868676816
Pre,3,1.224394445,0.772506886
Pre,1,0,0
Pre,26,4.442443853,0.945112398
Pre,24,3.709888638,0.809142635
Pre,49,5.254472847,0.935840496
Pre,5,1.770950594,0.762706907
Pre,52,1.807632751,0.31710409
Pre,2,1,1
Pre,21,4.164497779,0.948132245
Pre,5,2.113283334,0.910141593
Pre,27,4.520875225,0.950784897
Pre,32,4.646578983,0.929315797
Pre,9,3.084962501,0.973197315
Pre,17,3.45356922,0.844917582
Pre,8,2.599665973,0.866555324
Pre,10,2.905639062,0.874684514
Pre,7,2.330124965,0.83000726
Pre,80,5.70327971,0.902142452
Pre,1,0,0
Pre,72,5.524919425,0.895459738
Pre,2,0.918295834,0.918295834
Pre,195,6.758207632,0.88838099
Pre,13,2.254591207,0.609276567
Pre,17,3.794653474,0.928364029
Pre,2,1,1
Pre,1,0,0
Pre,47,5.085834225,0.915609483
Pre,42,4.563131959,0.846228366
Pre,15,3.720175521,0.952208778
Pre,8,2.375,0.791666667
Pre,24,3.794098327,0.827509129
Pre,1,0,0
Pre,12,2.984769619,0.83258043
Pre,1,0,0
Pre,15,3.697845823,0.946493313
Pre,8,2.896291529,0.96543051
Pre,19,2.736012716,0.64408178
Pre,4,0.927447923,0.463723962
Pre,44,4.619547921,0.846159132
Pre,1,0,0
Pre,88,5.652101642,0.875015323
Pre,63,5.82897347,0.975188304
Pre,41,5.131300343,0.957769582
Pre,34,4.824320947,0.9482764
Pre,4,1.918295834,0.959147917
Pre,37,5.083025815,0.975731129
Pre,10,3.155639062,0.949942013
Pre,120,6.406256611,0.927516735
Pre,1,0,0
Pre,29,2.948132018,0.606863638
Pre,46,5.245906598,0.949732553
Pre,2,0.918295834,0.918295834
Pre,13,3.555533151,0.960840717
Pre,5,0.729188743,0.314044498
Pre,4,2,1
Pre,7,2.610577243,0.929906377
Pre,94,5.482281053,0.836403499
Pre,3,1.584962501,1
Pre,1,0,0
Pre,5,2.246439345,0.967488765
Pre,99,6.086010524,0.918039393
Pre,2,0.918295834,0.918295834
Pre,4,2,1
Pre,42,4.727501775,0.876710587
Pre,3,1.370950594,0.864973521
Pre,21,4.16198759,0.94756075
Pre,15,3.875,0.991837346
Pre,51,5.560380519,0.980247457
Pre,30,4.458252442,0.908569766
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,70,5.675612552,0.92598311
Pre,77,3.218776492,0.513624722
Pre,19,3.988608501,0.938953993
Pre,1,0,0
Pre,8,2.404009757,0.801336586
Pre,48,5.14376953,0.921003414
Pre,36,5.045301086,0.975894444
Pre,1,0,0
Pre,55,5.484080974,0.948579788
Pre,8,2.117344208,0.705781403
Pre,47,5.264640569,0.947800226
Pre,31,4.730388542,0.954824606
Pre,22,4.278351812,0.959393972
Pre,1,0,0
Pre,2,1,1
Pre,33,4.897081324,0.970796732
Pre,2,1,1
Pre,44,5.13527534,0.940624537
Pre,33,4.722090253,0.936106526
Pre,54,5.607061019,0.97431288
Pre,9,3.121928095,0.984858662
Pre,33,4.958353821,0.982943383
Pre,19,3.847434988,0.90572049
Pre,16,3.784941827,0.946235457
Pre,5,2,0.861353116
Pre,13,3.499227542,0.945624793
Pre,16,3.88418372,0.97104593
Pre,22,3.952203929,0.886257323
Pre,3,1.251629167,0.789690082
Pre,48,5.291874023,0.947521854
Pre,19,4.08385619,0.961376148
Pre,2,1,1
Pre,67,5.826390445,0.960485457
Pre,16,3.93213804,0.98303451
Pre,63,5.518749983,0.923287859
Pre,41,4.607258621,0.859955931
Pre,12,3.115748962,0.869116193
Pre,1,0,0
Pre,48,4.326513739,0.774671941
Pre,17,3.819773835,0.93450974
Pre,37,4.865070707,0.933892746
Pre,25,4.476064195,0.963867961
Pre,8,2.947702779,0.982567593
Pre,15,3.638530469,0.931311072
Pre,6,2.205187248,0.853082877
Pre,2,1,1
Pre,2,1,1
Pre,9,2.445470853,0.771460161
Pre,1,0,0
Pre,6,2.459147917,0.951328275
Pre,3,1.584962501,1
Pre,7,2.565448372,0.913831148
Pre,1,0,0
Pre,15,3.657385277,0.936137111
Pre,4,1.921928095,0.960964047
Pre,1,0,0
Pre,1,0,0
Pre,8,3,1
Pre,5,2.321928095,1
Pre,4,2,1
Pre,5,2.281036113,0.982388782
Pre,9,2.852217001,0.899774285
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,3,1.28067213,0.808014151
Pre,5,2.251629167,0.9697239
Pre,28,4.285658364,0.8914795
Pre,17,3.321345518,0.812568982
Pre,48,4.432809657,0.793704462
Pre,6,2.584962501,1
Pre,69,5.63336178,0.922213183
Pre,24,4.20622908,0.917396616
Pre,9,2.548794941,0.804055282
Pre,2,1,1
Pre,2,0.918295834,0.918295834
Pre,1,0,0
Pre,16,3.696857127,0.924214282
Pre,57,5.425511323,0.930158345
Pre,52,5.037629358,0.88372645
Pre,3,1.5,0.94639463
Pre,8,2.606238929,0.86874631
Pre,69,5.336870334,0.873675856
Pre,2,1,1
Pre,2,1,1
Pre,37,4.861208092,0.933151283
Pre,16,3.203408241,0.80085206
Pre,14,3.734521665,0.980870379
Pre,3,1.584962501,1
Pre,21,3.986144925,0.907526606
Pre,4,1.918295834,0.959147917
Pre,44,5.024075778,0.920256197
Pre,71,6.021369777,0.979124777
Pre,47,5.182116918,0.932943384
Pre,116,5.771139737,0.841521687
Pre,7,2.55034071,0.90844969
Pre,126,3.777971644,0.54146769
Pre,51,5.209795742,0.918442364
Pre,118,6.494622529,0.943623326
Pre,9,3.027169118,0.954965533
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,6,2.521640636,0.975503759
Pre,11,3.046439345,0.88061846
Pre,14,3.361294354,0.882842399
Pre,1,0,0
Pre,24,3.622079426,0.789991069
Pre,2,0.591672779,0.591672779
Pre,6,2.584962501,1
Pre,4,1.891061112,0.945530556
Pre,42,1.602845884,0.297246204
Pre,5,2.321928095,1
Pre,9,2.896291529,0.91367825
Pre,16,3.921928095,0.980482024
Pre,19,4.186704346,0.985587521
Pre,33,4.848124408,0.961091519
Pre,14,3.605388542,0.946953624
Pre,26,4.443365627,0.945308502
Pre,51,4.891441015,0.862319153
Pre,24,4.021148383,0.877029721
Pre,24,3.480930139,0.759205803
Pre,2,0.684038436,0.684038436
Pre,1,0,0
Pre,5,1.672933032,0.72049304
Pre,18,3.892724905,0.933523961
Pre,4,1.277613437,0.638806718
Pre,62,4.739174654,0.795938596
Pre,52,5.394781316,0.946379855
Pre,27,4.221984511,0.887925216
Pre,40,4.908568545,0.922328986
Pre,19,4.106377317,0.966677822
Pre,11,3.056020968,0.88338817
Pre,2,0.721928095,0.721928095
Pre,3,1.5,0.94639463
Pre,4,1.664497779,0.83224889
Pre,6,2.040223929,0.789266354
Pre,3,1.584962501,1
Pre,1,0,0
Pre,1,0,0
Pre,4,0.993392729,0.496696365
Pre,3,1.298794941,0.819448372
Pre,3,1.5,0.94639463
Pre,24,4.009880014,0.874572041
Pre,9,3.169925001,1
Pre,79,2.09860692,0.332912423
Pre,5,2.197159723,0.946265187
Pre,55,5.412291846,0.936162445
Pre,42,4.106701241,0.761583735
Pre,27,4.225205444,0.88860261
Pre,16,3.821928095,0.955482024
Pre,7,2.75,0.979569765
Pre,10,3.180832987,0.95752614
Pre,9,3.095795255,0.976614669
Pre,2,0.918295834,0.918295834
Pre,22,4.111913585,0.922071227
Pre,7,1.498689844,0.533844094
Pre,2,1,1
Pre,21,3.738230982,0.851083977
Pre,20,3.826999817,0.885484379
Pre,16,2.994917381,0.748729345
Pre,13,3.288502306,0.888678794
Pre,2,0.918295834,0.918295834
Pre,22,4.418295834,0.990775554
Pre,2,0.721928095,0.721928095
Pre,36,4.63523912,0.896577633
Pre,4,1.918295834,0.959147917
Pre,41,4.840641218,0.903517355
Pre,10,2.746824814,0.826876662
Pre,34,4.750464707,0.933759097
Pre,10,3.251629167,0.978837914
Pre,20,3.932149192,0.909813654
Pre,2,1,1
Pre,30,4.444518998,0.905770958
Pre,21,3.960321442,0.901647368
Pre,5,1.879964949,0.809656833
Pre,14,1.72725772,0.453663437
Pre,6,2.125814584,0.822377339
Pre,9,3.095795255,0.976614669
Pre,30,4.559599512,0.929223797
Pre,9,3.095795255,0.976614669
Pre,32,3.425245347,0.685049069
Pre,30,4.630640984,0.943701697
Pre,4,1.446616668,0.723308334
Pre,60,4.041265466,0.684161218
Pre,5,1.505876256,0.648545603
Pre,55,5.446256907,0.942037371
Pre,36,5.013757971,0.969793173
Pre,23,4.349199939,0.961454708
Pre,1,0,0
Pre,11,2.406268824,0.69556768
Pre,1,0,0
Pre,9,1.781928462,0.562135843
Pre,3,1.251629167,0.789690082
Pre,5,1.867633891,0.804346136
Pre,1,0,0
Pre,2,1,1
Pre,20,3.295461844,0.762498073
Pre,23,2.758158587,0.609731582
Pre,3,1.28067213,0.808014151
Pre,6,2.284159128,0.883633371
Pre,1,0,0
Pre,5,2.155639062,0.928383212
Pre,7,2.521928095,0.898328913
Pre,11,3.14939747,0.910380033
Pre,5,2.251629167,0.9697239
Pre,4,1.918295834,0.959147917
Pre,7,2.636056086,0.938982124
Pre,1,0,0
Pre,7,2.536608254,0.903558091
Pre,3,1.584962501,1
Pre,60,3.730236315,0.631505909
Pre,8,2.653544297,0.884514766
Pre,24,4.255761328,0.928199811
Pre,17,3.179047452,0.777755683
Pre,12,2.797416845,0.780319695
Pre,48,2.97984209,0.533547377
Pre,15,3.537326145,0.905407013
Pre,9,3.169925001,1
Pre,16,3.823067982,0.955766996
Pre,5,2.281036113,0.982388782
Pre,19,4.13366069,0.973100571
Pre,3,1.5,0.94639463
Pre,1,0,0
Pre,4,1.664497779,0.83224889
Pre,1,0,0
Pre,64,2.594844724,0.432474121
Pre,21,4.25419565,0.968553782
Pre,67,5.687583625,0.937603033
Pre,35,4.864843075,0.948445048
Pre,19,3.570826596,0.840604409
Pre,2,1,1
Pre,32,4.69166338,0.938332676
Pre,13,3.471354487,0.93809243
Pre,73,5.762522792,0.930967063
Pre,1,0,0
Pre,23,4.26146788,0.942060244
Pre,1,0,0
Pre,48,3.832724999,0.686257965
Pre,37,4.758882916,0.913509073
Pre,39,3.437219805,0.650323223
Pre,6,2.419381946,0.935944697
Pre,32,4.514082324,0.902816465
Pre,5,2.321928095,1
Pre,81,5.99781168,0.946049461
Pre,29,3.840012894,0.790454491
Pre,8,2.751629167,0.917209722
Pre,12,3.392147224,0.946215539
Pre,15,3.637537511,0.931056917
Pre,16,3.719360938,0.929840234
Pre,1,0,0
Pre,7,1.218510876,0.434042332
Pre,4,1.891061112,0.945530556
Pre,3,1.521928095,0.960229718
Pre,32,4.778924143,0.955784829
Pre,20,3.85016713,0.890844791
Pre,1,0,0
Pre,17,3.685871614,0.901750488
Pre,8,2.921928095,0.973976032
Pre,1,0,0
Pre,2,1,1
Pre,22,4.418295834,0.990775554
Pre,192,7.22834211,0.952983236
Pre,61,5.504956559,0.928207784
Pre,127,5.214465729,0.746129774
Pre,20,4.277613437,0.989746554
Pre,115,6.246153494,0.912447969
Pre,11,3.39274741,0.980723941
Pre,229,7.105025624,0.906345315
Pre,1,0,0
Pre,84,5.26089805,0.823003256
Pre,80,5.615094433,0.888193341
Pre,50,5.16646456,0.915413927
Pre,52,5.459330922,0.957703474
Pre,11,3.459431619,1
Pre,109,5.38586315,0.79576189
Pre,14,3.521928095,0.925032777
Pre,119,6.15698841,0.892987838
Pre,60,5.239231153,0.886969391
Pre,6,2.521640636,0.975503759
Pre,13,3.497155803,0.94506493
Pre,5,2.251629167,0.9697239
Pre,21,4.303508855,0.979780931
Pre,17,3.793079816,0.927979033
Pre,4,2,1
Pre,27,4.442679444,0.934339549
Pre,8,2.753434386,0.917811462
Pre,71,5.684815721,0.92439829
Pre,86,5.379669603,0.837137872
Pre,24,3.699093354,0.806788137
Pre,36,3.945262319,0.763117902
Pre,74,5.878868414,0.946761022
Pre,75,5.708795695,0.916513384
Pre,22,4.323161167,0.969442193
Pre,27,4.481687083,0.942543242
Pre,63,5.483075276,0.917319474
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,6,2.584962501,1
Pre,11,2.801923998,0.809937674
Pre,27,3.873021819,0.814534901
Pre,13,3.199581231,0.864648927
Pre,6,2.125814584,0.822377339
Pre,14,3.56610894,0.936636855
Pre,2,0.503258335,0.503258335
Pre,3,1.584962501,1
Pre,8,2.86382639,0.954608797
Pre,4,2,1
Pre,101,6.271440261,0.941910643
Pre,51,5.334057268,0.940348607
Pre,58,5.335837065,0.91086623
Pre,10,3.180832987,0.95752614
Pre,41,5.237354417,0.97756483
Pre,17,3.970175521,0.971305594
Pre,113,6.387308061,0.936530859
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,37,4.74445858,0.910740196
Pre,14,2.233146753,0.586534956
Pre,43,4.702876491,0.866687621
Pre,30,4.766968315,0.971484532
Pre,11,2.431663324,0.702908336
Pre,5,2.321928095,1
Pre,2,0.918295834,0.918295834
Pre,1,0,0
On,3,1.061278124,0.669591946
On,343,7.026883378,0.834342121
On,189,6.186689678,0.818102532
On,131,5.651171656,0.803473878
On,151,6.741676818,0.931376051
On,39,5.03856294,0.95329792
On,465,7.608198645,0.858607835
On,30,4.342390234,0.884957622
On,220,7.181134776,0.922863746
On,164,6.419908398,0.872560383
On,125,5.547689087,0.79641988
On,1,0,0
On,429,7.539226304,0.862134884
On,41,4.972539644,0.928136515
On,228,7.418607747,0.947109909
On,82,5.919162066,0.931044223
On,243,6.586649183,0.831142589
On,59,5.114075311,0.869349928
On,217,7.245621678,0.933527521
On,247,6.582060793,0.828102251
On,97,6.167619986,0.934500217
On,10,3.321928095,1
On,55,5.058636171,0.874990733
On,66,4.690734361,0.776047072
On,22,3.649618628,0.818404438
On,177,5.439629776,0.72843025
On,23,3.765722742,0.832468479
On,210,5.206476115,0.674917087
On,2,1,1
On,65,5.431212922,0.901840122
On,5,2.155639062,0.928383212
On,49,4.936665468,0.87923786
On,83,5.421285143,0.85039241
On,71,5.352674832,0.870389421
On,61,5.381679751,0.907421699
On,124,5.886670991,0.846491921
On,27,4.663909766,0.98086648
On,2,0.918295834,0.918295834
On,2,0.297472249,0.297472249
On,1,0,0
On,7,2.606238929,0.928361038
On,5,2.128085279,0.916516443
On,3,1.370950594,0.864973521
On,2,1,1
On,13,3.38800891,0.915569275
On,76,4.564337587,0.730536258
On,46,4.866272403,0.881002593
On,301,7.612024284,0.924505209
On,131,6.197922761,0.881210011
On,1,0,0
On,1,0,0
On,2,1,1
On,9,1.963603776,0.619448023
On,42,4.927985593,0.913890116
On,2,1,1
On,24,4.237649283,0.924249496
On,4,2,1
On,17,3.738149333,0.914540261
On,74,4.120740271,0.663623676
On,18,3.856564762,0.924852308
On,44,5.078380341,0.930203123
On,61,5.025525911,0.847369496
On,52,3.22339296,0.565463915
On,4,1.79248125,0.896240625
On,77,3.034381669,0.484200579
On,6,1.947338796,0.75333348
On,152,5.825975899,0.803812661
On,7,1.795781429,0.639670251
On,24,4.301696373,0.938218442
On,62,5.546045342,0.931451543
On,9,2.918295834,0.920619836
On,199,6.216022943,0.813975186
On,26,2.769051897,0.589104863
On,121,6.20439954,0.896736838
On,75,6.050585227,0.971385672
On,56,5.439057201,0.936580814
On,339,6.865850601,0.816863182
On,72,5.211967843,0.844737633
On,10,3.251629167,0.978837914
On,4,2,1
On,4,1.921928095,0.960964047
On,10,3.321928095,1
On,23,4.33743546,0.958853997
On,164,4.863685365,0.661046685
On,258,7.424447343,0.926755303
On,20,3.942878772,0.912296245
On,76,5.624901754,0.900282812
On,229,7.187571417,0.916875184
On,239,6.883716302,0.871260897
On,100,5.542023772,0.834157696
On,33,4.30871043,0.854158166
On,21,1.862567066,0.424051107
On,2,0.811278124,0.811278124
On,25,4.247174852,0.914579323
On,23,3.742163285,0.827260314
On,5,2.251629167,0.9697239
On,117,5.702615228,0.830030931
On,31,3.922316927,0.791716089
On,97,6.181200548,0.936557905
On,123,5.362143449,0.772363305
On,56,3.313957698,0.570648383
On,2,1,1
On,26,4.367897894,0.929253039
On,30,3.891975598,0.79316535
On,46,4.391581787,0.795063371
On,1,0,0
On,30,4.502655597,0.917618909
On,24,2.795697282,0.609753576
On,92,6.271147549,0.961307272
On,2,1,1
On,5,1.994299476,0.858898034
On,12,3.319773835,0.926027492
On,9,2.164497779,0.682823025
On,29,4.394933249,0.904683088
On,38,4.56435506,0.869744303
On,38,4.749127953,0.904953039
On,42,5.033153646,0.933393428
On,1,0,0
On,93,3.92506312,0.600239761
On,75,5.106038361,0.819744259
On,38,2.993028275,0.570325765
On,43,5.124085634,0.944311762
On,17,3.711080496,0.907917855
On,33,4.739120984,0.939482695
On,500,7.322612081,0.816728559
On,6,2.419381946,0.935944697
On,353,7.917347506,0.935466971
On,144,6.609154314,0.921788486
On,268,3.66427683,0.454281715
On,58,5.745344702,0.980772165
On,4,2,1
On,8,2.18149633,0.727165443
On,47,5.184302738,0.9333369
On,291,6.469948574,0.790476129
On,118,6.138429623,0.891870983
On,342,6.566284588,0.780042722
On,15,3.631401845,0.929486444
On,159,6.740070414,0.921670763
On,7,2.732158891,0.973214633
On,3,1.5,0.94639463
On,1,0,0
On,3,1.095795255,0.69136983
On,6,1.733483434,0.670602933
On,4,1.79248125,0.896240625
On,1,0,0
On,6,0.89699222,0.347003958
On,5,2.128085279,0.916516443
On,8,2.719294526,0.906431509
On,10,3.180832987,0.95752614
On,52,5.363862162,0.940955861
On,48,1.891731058,0.338718668
On,67,5.31908831,0.876856265
On,24,3.049231295,0.665050433
On,52,5.115926823,0.897461788
On,19,3.950063756,0.929880217
On,100,6.452733823,0.971233217
On,16,3.969815782,0.992453946
On,245,6.900863207,0.869494522
On,164,6.502567083,0.88379492
On,83,5.788725309,0.908029726
On,102,5.728402933,0.85851885
On,47,3.617132439,0.651197152
On,75,4.628192118,0.743028871
On,25,4.283990726,0.92250719
On,126,5.0532381,0.724241847
On,104,5.745062809,0.857415789
On,106,5.883454873,0.874483418
On,57,5.127466771,0.87906111
On,1,0,0
On,1,0,0
On,6,2.315824334,0.895883144
On,5,2.155639062,0.928383212
On,4,2,1
On,7,2.55034071,0.90844969
On,28,4.329589477,0.900617813
On,140,5.083071924,0.71298501
On,46,3.919179067,0.709538356
On,80,4.685763446,0.741192145
On,108,5.698308516,0.843583037
On,12,2.470106963,0.689018912
On,6,2.481714573,0.960058249
On,91,6.101927979,0.937633763
On,85,5.215334105,0.813701981
On,171,7.030888372,0.9478334
On,9,2.409267252,0.760039197
On,161,3.278245966,0.447180894
On,11,3.459431619,1
On,86,6.075674742,0.9454442
On,42,4.698110111,0.871259932
On,61,5.532990638,0.932934697
On,80,5.549169613,0.87776538
On,60,5.302859445,0.897741267
On,34,4.121657225,0.810159672
On,11,3.217684031,0.930119276
On,29,4.255130711,0.875905179
On,16,3.544087592,0.886021898
On,312,7.792463574,0.940505164
On,1,0,0
On,21,4.209867122,0.958461495
On,4,1.921928095,0.960964047
On,646,8.210657609,0.879519473
On,3,1.584962501,1
On,1,0,0
On,35,2.985492774,0.582048751
On,35,4.255008286,0.829552254
On,2,1,1
On,2,0.439496987,0.439496987
On,1,0,0
On,147,4.293820754,0.596391134
On,123,6.044644929,0.870670839
On,38,4.566558782,0.870164226
On,30,4.401758992,0.897056681
On,1,0,0
On,87,4.48208731,0.69565833
On,6,2.584962501,1
On,22,3.710573527,0.832073198
On,7,2.641604168,0.94095839
On,47,5.073373881,0.91336623
On,32,4.443507948,0.88870159
On,62,3.145090092,0.528214041
On,17,3.913977073,0.957556613
On,126,5.509930726,0.789696097
On,92,5.025914243,0.77042485
On,285,7.64957164,0.938043196
On,148,6.120846515,0.849002858
On,172,6.463474543,0.870353368
On,25,2.972505603,0.640094241
On,142,6.616400876,0.925403481
On,33,4.993237149,0.989858649
On,523,8.324129863,0.92176245
On,12,3.506890596,0.978222393
On,148,3.744976512,0.519453601
On,143,6.284302057,0.87771159
On,4,1.836591668,0.918295834
On,13,3.30895579,0.894206106
On,16,2.076453988,0.519113497
On,9,2.869737973,0.905301536
On,26,4.20860747,0.89536463
On,302,3.997831239,0.485267642
On,67,4.916683439,0.810519477
On,1,0,0
On,279,7.055301119,0.868438671
On,1,0,0
On,2,1,1
On,18,2.707157154,0.649210034
On,194,6.268055554,0.82475361
On,13,3.152487689,0.851922455
On,75,5.121959559,0.822300313
On,46,4.84325595,0.876835634
On,376,6.557370053,0.766532462
On,115,5.927729672,0.865932114
On,1,0,0
On,1,0,0
On,1,0,0
On,232,6.659988263,0.84754446
On,37,2.573248353,0.49395746
On,155,6.390763862,0.878319763
On,110,6.184260379,0.91194991
On,12,3.403989446,0.949518843
On,166,6.842566975,0.927800731
On,24,4.546593564,0.99163157
On,141,6.456276328,0.904297204
On,94,5.983988122,0.912946373
On,72,5.326386267,0.863282174
On,2,1,1
On,1,0,0
On,1,0,0
On,2,1,1
On,1,0,0
On,302,6.073571947,0.737226701
On,4,2,1
On,266,5.928047971,0.735920561
On,115,5.936196956,0.867169028
On,166,6.942159618,0.941304746
On,27,4.553055907,0.957552814
On,87,6.041076141,0.937626745
On,30,4.42431754,0.901654001
On,61,5.172585462,0.872165663
On,26,4.43874709,0.944325926
On,24,4.217188895,0.919786998
On,38,5.07841852,0.967699822
On,9,3.095795255,0.976614669
On,76,5.527411887,0.88467926
On,7,2.807354922,1
On,136,6.471339504,0.913068562
On,64,5.644455054,0.940742509
On,4,2,1
On,167,6.772408419,0.917210136
On,72,5.715361692,0.926325959
On,197,6.70263831,0.87937454
On,125,5.980173664,0.85850687
On,51,4.896803065,0.863264436
On,4,2,1
On,126,5.610197174,0.804066518
On,58,5.035477568,0.859592677
On,132,6.512783904,0.924534288
On,53,5.099215777,0.890238581
On,19,3.698001721,0.870542567
On,43,5.072306368,0.934769422
On,24,3.99182105,0.870633304
On,3,1.5,0.94639463
On,10,2.905639062,0.874684514
On,201,5.949571638,0.777614879
On,1,0,0
On,18,3.82438898,0.917136154
On,1,0,0
On,31,4.211918486,0.850171899
On,3,1.370950594,0.864973521
On,46,5.317396253,0.962675226
On,4,0.533600488,0.266800244
On,12,2.776619071,0.774518303
On,1,0,0
On,6,2.146465799,0.83036632
