Treatment,Number_CDR3,Habs,H
Pre,1,0,0
Pre,1,0,0
Pre,25,4.437577002,0.955580195
Pre,1,0,0
Pre,7,2.75,0.979569765
Pre,24,2.784344852,0.607277563
Pre,16,3.663532755,0.915883189
Pre,2,0.503258335,0.503258335
Pre,17,4.05881389,0.992991019
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,5,2.251629167,0.9697239
Pre,3,1.584962501,1
Pre,2,0.543564443,0.543564443
Pre,10,3.251629167,0.978837914
Pre,5,1.879964949,0.809656833
Pre,5,2.128085279,0.916516443
Pre,15,3.852168724,0.985993498
Pre,1,0,0
Pre,26,4.535863096,0.964986973
Pre,16,3.969815782,0.992453946
Pre,10,2.641120934,0.795056623
Pre,17,3.754441846,0.918526233
Pre,7,2.75,0.979569765
Pre,9,3.026986833,0.954908028
Pre,2,0.088072259,0.088072259
Pre,7,2.55034071,0.90844969
Pre,21,3.569617092,0.812695611
Pre,12,3.5,0.97630031
Pre,10,3.251629167,0.978837914
Pre,12,1.823365436,0.508614926
Pre,10,3.251629167,0.978837914
Pre,22,4.323161167,0.969442193
Pre,22,4.24703065,0.952370395
Pre,1,0,0
Pre,15,3.906890596,1
Pre,2,1,1
Pre,1,0,0
Pre,20,3.990017217,0.923203054
Pre,2,0.918295834,0.918295834
Pre,10,2.205283404,0.663856454
Pre,10,3.238901257,0.975006431
Pre,6,2.584962501,1
Pre,6,2.419381946,0.935944697
Pre,2,1,1
Pre,7,2.807354922,1
Pre,7,2.75,0.979569765
Pre,17,4.05881389,0.992991019
Pre,6,2.5,0.967132018
Pre,1,0,0
Pre,4,2,1
Pre,4,2,1
Pre,8,2.921928095,0.973976032
Pre,10,2.665776915,0.802478813
Pre,6,2.5,0.967132018
Pre,2,1,1
Pre,6,2.368522528,0.916269589
Pre,12,3.521640636,0.982336813
Pre,1,0,0
Pre,5,2.251629167,0.9697239
Pre,1,0,0
Pre,3,1.5,0.94639463
Pre,2,1,1
Pre,44,2.113072922,0.387049984
Pre,5,2.321928095,1
Pre,5,2.251629167,0.9697239
Pre,1,0,0
Pre,2,1,1
Pre,29,4.606936732,0.948323334
Pre,22,4.40385619,0.987537553
Pre,4,2,1
Pre,3,1.584962501,1
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,12,3.546593564,0.989297256
Pre,2,1,1
Pre,27,3.844134618,0.808459636
Pre,32,4.59146565,0.91829313
Pre,16,1.442767429,0.360691857
Pre,18,4.08418372,0.979438172
Pre,2,1,1
Pre,24,2.863037013,0.624440661
Pre,4,2,1
Pre,35,4.308112751,0.839905448
Pre,13,0.999043791,0.26997975
Pre,12,3.286895755,0.916856384
Pre,2,1,1
Pre,7,2.807354922,1
Pre,11,3.459431619,1
Pre,2,0.811278124,0.811278124
Pre,1,0,0
Pre,1,0,0
Pre,9,3.022055209,0.953352274
Pre,1,0,0
Pre,33,3.644227982,0.722431257
Pre,5,2.321928095,1
Pre,1,0,0
Pre,18,4.055958152,0.972669329
Pre,11,2.73330888,0.790103457
Pre,13,3.413833864,0.922548163
Pre,21,4.303508855,0.979780931
Pre,14,3.681880803,0.967044281
Pre,1,0,0
Pre,31,3.984200877,0.804207308
Pre,4,1.918295834,0.959147917
Pre,14,2.023319687,0.531423975
Pre,16,3.811037868,0.952759467
Pre,5,2.321928095,1
Pre,23,4.444187892,0.982453194
Pre,2,1,1
Pre,14,3.807354922,1
Pre,17,3.763342488,0.92070378
Pre,8,3,1
Pre,1,0,0
Pre,10,3.321928095,1
Pre,1,0,0
Pre,17,3.404299713,0.83286377
Pre,4,2,1
Pre,12,3.410417253,0.951311834
Pre,1,0,0
Pre,26,4.404365843,0.937011451
Pre,7,2.807354922,1
Pre,15,3.906890596,1
Pre,6,2.221251836,0.859297508
Pre,3,1.5,0.94639463
Pre,5,2.321928095,1
Pre,2,1,1
Pre,4,1.918295834,0.959147917
Pre,1,0,0
Pre,9,3.084962501,0.973197315
Pre,5,2.321928095,1
Pre,8,2.947702779,0.982567593
Pre,28,4.668912825,0.971202023
Pre,10,3.277613437,0.986659959
Pre,29,4.781036113,0.98416114
Pre,21,3.297850224,0.750822381
Pre,11,3.459431619,1
Pre,6,2.370950594,0.917208893
Pre,23,4.469670487,0.988086497
Pre,3,1.378783493,0.86991553
Pre,29,2.21043435,0.455010909
Pre,9,2.918295834,0.920619836
Pre,5,1.43454914,0.617826686
Pre,4,2,1
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,27,3.001446138,0.631233891
Pre,4,1.057206794,0.528603397
Pre,3,1.584962501,1
Pre,2,1,1
Pre,2,1,1
Pre,1,0,0
Pre,2,1,1
Pre,2,1,1
Pre,2,1,1
Pre,3,0.69984284,0.441551671
Pre,2,1,1
Pre,6,2.521640636,0.975503759
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,9,0.331134841,0.104461412
Pre,10,3.277613437,0.986659959
Pre,9,2.821888196,0.890206612
Pre,30,4.760456903,0.970157539
Pre,14,3.614369446,0.949312454
Pre,43,4.889691907,0.901115616
Pre,4,1.921928095,0.960964047
Pre,6,1.950212065,0.754445012
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,30,4.228635939,0.86177506
Pre,27,4.33933588,0.912605372
Pre,2,1,1
Pre,4,2,1
Pre,27,2.232398479,0.469495541
Pre,5,1.960964047,0.844541246
Pre,9,3.039148672,0.958744661
Pre,7,2.721928095,0.96957035
Pre,7,2.093069208,0.745566295
Pre,1,0,0
Pre,7,2.091917187,0.745155937
Pre,12,3.506890596,0.978222393
Pre,24,4.291879433,0.936077325
Pre,9,1.997360999,0.630097242
Pre,30,4.377470087,0.892106723
Pre,3,1.584962501,1
Pre,23,4.458591206,0.985637259
Pre,13,3.640223929,0.983727396
Pre,22,4.386842188,0.983722269
Pre,4,1.921928095,0.960964047
Pre,2,1,1
Pre,1,0,0
Pre,1,0,0
Pre,3,1.584962501,1
Pre,2,1,1
Pre,1,0,0
Pre,9,2.319240705,0.731638983
Pre,2,1,1
Pre,1,0,0
Pre,3,1.584962501,1
Pre,18,4.012188404,0.962172797
Pre,3,1.584962501,1
Pre,8,2.947702779,0.982567593
Pre,8,2.432817315,0.810939105
Pre,12,3.321104331,0.926398625
Pre,14,2.89912023,0.761452581
Pre,10,2.905639062,0.874684514
Pre,7,2.725480557,0.970835763
Pre,5,2.235926351,0.962961065
Pre,20,1.468624315,0.33980767
Pre,14,3.588354347,0.942479601
Pre,9,3.022055209,0.953352274
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,17,3.913977073,0.957556613
Pre,14,2.301792067,0.604564616
Pre,4,2,1
Pre,21,4.051841114,0.922483674
Pre,29,4.188158633,0.862119188
Pre,19,4.039148672,0.9508516
Pre,20,3.338261916,0.772401077
Pre,3,1.5,0.94639463
Pre,11,3.381580488,0.977495977
Pre,4,1.921928095,0.960964047
Pre,4,1.921928095,0.960964047
Pre,1,0,0
Pre,2,0.954434003,0.954434003
Pre,2,1,1
Pre,2,1,1
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,2,1,1
Pre,10,2.978094888,0.896495891
Pre,3,1.584962501,1
Pre,28,3.963950044,0.824559474
Pre,4,1.921928095,0.960964047
Pre,21,4.349648913,0.99028565
Pre,3,1.370950594,0.864973521
Pre,11,2.368867288,0.684756211
Pre,7,1.293738532,0.460838963
Pre,5,1.43454914,0.617826686
Pre,1,0,0
Pre,3,1.584962501,1
Pre,1,0,0
Pre,2,0.41381685,0.41381685
Pre,11,0.915790908,0.26472294
Pre,2,1,1
Pre,2,1,1
Pre,1,0,0
Pre,6,0.486184783,0.188081948
Pre,4,1.921928095,0.960964047
Pre,3,1.584962501,1
Pre,1,0,0
Pre,6,2.584962501,1
Pre,2,1,1
Pre,11,1.524767322,0.440756601
Pre,1,0,0
Pre,11,3.418295834,0.988109092
Pre,4,2,1
Pre,8,2.846439345,0.948813115
Pre,7,2.807354922,1
Pre,8,2.913977073,0.971325691
Pre,3,1.521928095,0.960229718
Pre,12,1.839345956,0.513072579
Pre,15,3.852168724,0.985993498
Pre,3,1.5,0.94639463
Pre,10,1.031643996,0.310555788
Pre,4,1.75,0.875
Pre,5,1.971747257,0.849185322
Pre,16,3.305530238,0.826382559
Pre,1,0,0
Pre,1,0,0
Pre,13,3.58418372,0.968583194
Pre,8,3,1
Pre,3,1.5,0.94639463
Pre,24,4.415061012,0.962943756
Pre,3,1.584962501,1
Pre,19,3.379878829,0.795653602
Pre,19,2.920308222,0.687466585
Pre,11,3.324862958,0.961100933
Pre,2,0.811278124,0.811278124
Pre,1,0,0
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,10,1.430871173,0.430735143
Pre,5,2.251629167,0.9697239
Pre,15,2.910992253,0.745091827
Pre,25,4.606739354,0.992007324
Pre,3,1.584962501,1
Pre,19,3.257162966,0.766765194
Pre,9,0.112473751,0.035481518
Pre,2,1,1
Pre,3,1.584962501,1
Pre,3,1.5,0.94639463
Pre,6,2.584962501,1
Pre,8,3,1
Pre,4,1.79248125,0.896240625
Pre,4,1.760964047,0.880482024
Pre,1,0,0
Pre,1,0,0
Pre,13,3.499227542,0.945624793
Pre,2,0.811278124,0.811278124
Pre,11,2.271602261,0.656640313
Pre,13,3.572469459,0.965417553
Pre,10,3.251629167,0.978837914
Pre,14,3.702819531,0.972543828
Pre,8,2.397585798,0.799195266
Pre,3,1.370950594,0.864973521
Pre,1,0,0
Pre,5,2.321928095,1
Pre,3,1.370950594,0.864973521
Pre,1,0,0
Pre,1,0,0
Pre,2,0.249882293,0.249882293
Pre,22,1.558322789,0.349444262
Pre,7,2.807354922,1
Pre,27,3.965483005,0.833980405
Pre,10,2.925523369,0.880670287
Pre,7,2.75,0.979569765
Pre,10,2.867633891,0.863243818
Pre,4,1.79248125,0.896240625
Pre,2,1,1
Pre,8,2.777362795,0.925787598
Pre,2,1,1
Pre,3,1.584962501,1
Pre,1,0,0
Pre,22,3.650341509,0.81856654
Pre,15,2.152569011,0.550967312
Pre,16,3.969815782,0.992453946
Pre,2,1,1
Pre,17,3.975418018,0.972588173
Pre,2,1,1
Pre,39,1.969815711,0.372689841
Pre,4,2,1
Pre,4,2,1
Pre,2,1,1
Pre,7,2.807354922,1
Pre,4,0.224788735,0.112394367
Pre,4,0.365056968,0.182528484
Pre,2,0.371232327,0.371232327
Pre,13,2.907664784,0.785761965
Pre,11,2.93220247,0.847596598
Pre,3,1.5,0.94639463
Pre,7,2.75,0.979569765
Pre,3,1.5,0.94639463
Pre,96,6.177620361,0.938140553
Pre,1,0,0
Pre,69,6.028055907,0.986826843
Pre,12,3.546593564,0.989297256
Pre,65,5.731296144,0.951668234
Pre,9,3.121928095,0.984858662
Pre,94,5.901016992,0.900287894
Pre,35,4.617732551,0.900268622
Pre,33,4.881687083,0.967744979
Pre,22,4.310443058,0.966590235
Pre,27,4.754887502,1
Pre,1,0,0
Pre,48,4.05601667,0.726238837
Pre,5,1.78067213,0.766893744
Pre,39,3.558749333,0.673316653
Pre,8,2.635654874,0.878551625
Pre,29,4.396498734,0.905005338
Pre,2,0.918295834,0.918295834
Pre,21,1.089730255,0.248099158
Pre,1,0,0
Pre,12,3.452819531,0.963139651
Pre,3,1.5,0.94639463
Pre,14,3.616874606,0.949970434
Pre,7,2.807354922,1
Pre,26,3.893354497,0.828295804
Pre,22,2.746628727,0.615914529
Pre,12,3.4548224,0.963698337
Pre,19,4.088779347,0.962535103
Pre,15,1.677651167,0.429408279
Pre,29,4.046687601,0.832997825
Pre,22,4.037426976,0.905368065
Pre,7,2.721928095,0.96957035
Pre,19,4.142914673,0.975279041
Pre,35,4.98772963,0.97240289
Pre,6,2.368522528,0.916269589
Pre,11,2.432307688,0.703094599
Pre,3,1.5,0.94639463
Pre,1,0,0
Pre,3,1.521928095,0.960229718
Pre,4,1.842370993,0.921185497
Pre,8,3,1
Pre,8,2.617492461,0.872497487
Pre,1,0,0
Pre,4,2,1
Pre,5,2.113283334,0.910141593
Pre,2,0.26231122,0.26231122
Pre,33,2.858084596,0.566586299
Pre,22,4.39274741,0.985046478
Pre,30,4.793345194,0.97686001
Pre,2,0.721928095,0.721928095
Pre,19,2.476109963,0.582898356
Pre,8,3,1
Pre,51,1.731737264,0.305290446
Pre,1,0,0
Pre,25,3.398277568,0.731779243
Pre,6,2.521640636,0.975503759
Pre,33,3.25131341,0.644539926
Pre,4,1.842370993,0.921185497
Pre,8,0.220903943,0.073634648
Pre,6,2.521928095,0.975614963
Pre,2,1,1
Pre,1,0,0
On,18,3.301201929,0.791669377
On,5,1.672933032,0.72049304
On,7,2.521928095,0.898328913
On,5,0.42065454,0.18116605
On,18,3.087406016,0.740398452
On,1,0,0
On,5,1.879964949,0.809656833
On,11,2.303992854,0.666003294
On,19,1.751508514,0.412320716
On,1,0,0
On,7,0.350712912,0.12492646
On,1,0,0
On,6,2.125814584,0.822377339
On,9,1.05811036,0.333796654
On,14,1.025040683,0.269226459
On,2,0.918295834,0.918295834
On,15,3.215024711,0.822911375
On,10,1.914566018,0.5763418
On,4,1.49111485,0.745557425
On,1,0,0
On,4,2,1
On,6,2.522055209,0.975664138
On,5,2.235926351,0.962961065
On,1,0,0
On,11,1.933662741,0.558953884
On,2,0.970950594,0.970950594
On,4,2,1
On,3,1.370950594,0.864973521
On,2,0.41381685,0.41381685
On,3,1.584962501,1
On,2,1,1
On,1,0,0
On,1,0,0
On,6,0.517850929,0.200332086
On,3,1.263809174,0.797374811
On,1,0,0
On,21,1.672464984,0.380770519
On,1,0,0
On,3,0.568995594,0.35899625
On,1,0,0
On,2,1,1
On,4,1.20751875,0.603759375
On,1,0,0
On,3,1.405639062,0.886859507
On,7,1.867349505,0.665163314
On,2,0.918295834,0.918295834
On,3,1.298794941,0.819448372
On,7,1.659722409,0.591205051
On,2,0.918295834,0.918295834
On,5,0.659439458,0.284005116
On,2,0.811278124,0.811278124
On,2,1,1
On,10,2.475785677,0.745285752
On,3,1.5,0.94639463
On,1,0,0
On,1,0,0
On,3,1.5,0.94639463
On,16,2.874282684,0.718570671
On,1,0,0
On,2,0.918295834,0.918295834
On,9,2.752855305,0.86842916
On,16,3.714192447,0.928548112
On,4,0.205106583,0.102553291
On,3,0.865856617,0.546294702
On,1,0,0
On,1,0,0
On,1,0,0
On,7,1.193608302,0.425171856
On,2,0.811278124,0.811278124
On,6,2.503258335,0.968392514
On,4,0.281535559,0.14076778
On,2,1,1
On,1,0,0
On,1,0,0
On,6,2.405639062,0.930628224
On,5,1.748915449,0.753216886
On,2,0.985228136,0.985228136
On,4,0.84758468,0.42379234
On,1,0,0
On,2,1,1
On,2,1,1
On,1,0,0
On,2,0.918295834,0.918295834
On,2,0.918295834,0.918295834
On,2,0.918295834,0.918295834
On,1,0,0
On,4,0.875527335,0.437763668
On,5,1.579202804,0.680125628
On,10,2.78418372,0.838122813
On,1,0,0
On,9,3.039148672,0.958744661
On,6,2.321928095,0.898244402
On,2,1,1
On,4,1.842370993,0.921185497
On,3,1.5,0.94639463
On,9,2.535857776,0.799974061
On,3,1.448815636,0.914100892
On,9,2.789865782,0.880104665
On,1,0,0
On,2,0.271389588,0.271389588
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,10,3.238901257,0.975006431
On,8,2.32838629,0.776128763
On,4,1.657742727,0.828871363
On,6,1.481510189,0.573126375
On,1,0,0
On,1,0,0
On,1,0,0
On,11,1.515980829,0.438216735
On,5,1.328480726,0.572145506
On,2,1,1
On,4,1.277201811,0.638600906
On,1,0,0
On,4,1.79248125,0.896240625
On,8,2.860320778,0.953440259
On,2,1,1
On,2,0.543564443,0.543564443
On,2,0.391243564,0.391243564
On,6,1.087893257,0.420854561
On,5,1.901609497,0.818978633
On,2,0.561752608,0.561752608
On,2,1,1
On,1,0,0
On,2,1,1
On,4,2,1
On,4,0.765363613,0.382681806
On,1,0,0
On,4,1.669180337,0.834590168
On,2,0.918295834,0.918295834
On,2,1,1
On,1,0,0
On,3,1.198183948,0.755969903
On,2,1,1
On,2,1,1
On,1,0,0
On,12,2.200624248,0.61384861
On,1,0,0
On,4,1.664497779,0.83224889
On,4,1.921928095,0.960964047
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,2,1,1
On,3,1.584962501,1
On,16,3.162421808,0.790605452
On,6,0.19243955,0.07444578
On,4,1.685815709,0.842907855
On,1,0,0
On,5,2.197159723,0.946265187
On,1,0,0
On,14,3.256077055,0.855207125
On,5,0.361258844,0.155585716
On,5,1.723308334,0.742188502
On,6,1.887351814,0.730127348
On,1,0,0
On,6,1.769545993,0.684553835
On,18,1.37085064,0.328747073
On,9,2.870950594,0.905684076
On,6,2.080500531,0.804847471
On,2,1,1
On,22,2.855924548,0.640423442
On,4,1.811278124,0.905639062
On,20,2.665837794,0.616816785
On,2,0.970950594,0.970950594
On,4,1.921928095,0.960964047
On,2,0.918295834,0.918295834
On,6,2.098736912,0.811902266
On,1,0,0
On,2,1,1
On,4,2,1
On,4,1.921928095,0.960964047
On,1,0,0
On,11,2.770762891,0.800930094
On,10,3.027169118,0.911268707
On,1,0,0
On,9,3.022055209,0.953352274
On,12,3.168925079,0.883949296
On,1,0,0
On,5,2.321928095,1
On,1,0,0
On,1,0,0
On,3,1.584962501,1
On,1,0,0
On,1,0,0
On,8,2.921928095,0.973976032
On,2,1,1
On,1,0,0
On,6,0.869816693,0.336491029
On,3,1.459147917,0.920619836
On,2,0.970950594,0.970950594
On,1,0,0
On,6,2.123219672,0.821373491
On,1,0,0
On,2,0.485460761,0.485460761
On,3,1.584962501,1
On,1,0,0
On,5,2,0.861353116
On,2,1,1
On,1,0,0
On,2,0.811278124,0.811278124
On,1,0,0
On,1,0,0
On,11,2.128070911,0.615150448
On,1,0,0
On,2,0.503258335,0.503258335
On,1,0,0
On,3,0.023858861,0.015053265
On,1,0,0
On,3,1.448815636,0.914100892
On,12,2.98210712,0.831837744
On,5,2.321928095,1
On,15,3.144462409,0.804850387
On,1,0,0
On,1,0,0
On,1,0,0
On,16,2.615928754,0.653982188
On,6,2.147077673,0.830603025
On,2,0.918295834,0.918295834
On,9,1.751433051,0.552515612
On,1,0,0
On,1,0,0
On,4,1.921928095,0.960964047
On,2,0.918295834,0.918295834
On,6,2.321928095,0.898244402
On,4,0.597454723,0.298727362
On,3,1.521928095,0.960229718
On,13,3.114044827,0.841533727
On,9,1.695570892,0.534893063
On,7,2.725480557,0.970835763
On,7,2.466247897,0.878495226
On,3,1.370950594,0.864973521
On,6,0.623846787,0.241336881
On,2,0.650022422,0.650022422
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,2,1,1
On,1,0,0
On,1,0,0
On,18,3.709875937,0.889674499
On,1,0,0
On,3,1.148834854,0.724834092
On,3,1.584962501,1
On,2,1,1
On,6,1.809822545,0.700134932
On,7,1.734254873,0.61775405
On,1,0,0
On,2,0.918295834,0.918295834
On,7,0.843095372,0.300316631
On,5,2.25,0.969022256
On,1,0,0
On,1,0,0
On,1,0,0
On,8,1.653625108,0.551208369
On,8,2.354852074,0.784950691
On,1,0,0
On,1,0,0
On,15,2.839086459,0.726686962
On,1,0,0
On,2,0.918295834,0.918295834
On,2,0.918295834,0.918295834
On,1,0,0
On,9,3.084962501,0.973197315
On,1,0,0
On,5,2.235926351,0.962961065
On,4,0.988863923,0.494431962
On,3,0.88418372,0.557857816
On,4,1.592226736,0.796113368
On,1,0,0
On,2,0.779349837,0.779349837
On,2,0.650022422,0.650022422
On,4,0.714285351,0.357142675
On,1,0,0
On,3,0.165518174,0.104430341
On,1,0,0
On,1,0,0
On,4,1.247381156,0.623690578
On,1,0,0
On,1,0,0
On,2,0.918295834,0.918295834
On,1,0,0
On,2,0.811278124,0.811278124
On,1,0,0
On,6,2.584962501,1
On,5,0.427779537,0.184234619
On,4,1.371640762,0.685820381
On,9,2.629249224,0.829435782
On,2,1,1
On,5,0.812842679,0.350072287
On,3,0.978015557,0.617059114
On,5,2.251629167,0.9697239
On,1,0,0
On,5,2.128085279,0.916516443
On,4,1.085415861,0.542707931
On,7,1.154031618,0.411074356
On,3,1.459147917,0.920619836
On,1,0,0
On,1,0,0
On,4,0.53881685,0.269408425
On,1,0,0
On,3,1.156779649,0.729846699
On,9,2.562616779,0.808415586
On,4,1.811278124,0.905639062
On,8,0.081102635,0.027034212
On,1,0,0
On,3,1.5,0.94639463
On,1,0,0
On,2,1,1
On,2,1,1
On,1,0,0
On,2,1,1
On,1,0,0
On,2,1,1
On,3,1.194173734,0.75343974
On,1,0,0
On,7,2.75,0.979569765
On,7,2.721928095,0.96957035
On,1,0,0
On,1,0,0
On,1,0,0
On,1,0,0
On,6,1.337032871,0.517234919
On,1,0,0
On,12,2.752019051,0.7676563
On,10,3.065537067,0.92281861
On,2,1,1
On,1,0,0
On,5,2.155639062,0.928383212
On,1,0,0
On,1,0,0
On,10,3.101881223,0.933759291
On,4,1.501614472,0.750807236
On,3,1.5,0.94639463
On,3,1.584962501,1
On,1,0,0
On,17,0.990347591,0.242289075
On,1,0,0
On,2,1,1
On,2,0.045036285,0.045036285
On,2,0.272970858,0.272970858
On,2,0.918295834,0.918295834
On,4,1.614005463,0.807002731
On,7,1.940072687,0.691067835
On,3,1.298794941,0.819448372
On,1,0,0
On,2,0.684038436,0.684038436
On,18,3.881005488,0.930713499
On,7,2.549255397,0.908063094
On,16,3.86346519,0.965866297
On,1,0,0
On,18,2.758846121,0.661605693
On,26,2.951996522,0.62802561
On,14,2.379621358,0.625006443
On,8,2.692380602,0.897460201
On,2,1,1
On,4,1.664497779,0.83224889
On,2,1,1
On,11,2.058302769,0.594982932
On,3,1.5,0.94639463
On,13,2.529971171,0.68369474
On,6,2.405639062,0.930628224
On,9,1.877429061,0.592262927
On,1,0,0
On,9,0.54488962,0.171893537
On,2,0.918295834,0.918295834
On,2,0.918295834,0.918295834
On,2,0.721928095,0.721928095
On,3,1.370950594,0.864973521
On,2,0.095970403,0.095970403
On,4,1.118275161,0.55913758
On,7,2.359879029,0.840605871
On,2,0.918295834,0.918295834
On,7,2.521928095,0.898328913
On,9,1.737907462,0.548248763
On,8,2.091735767,0.697245256
On,1,0,0
On,3,0.421712705,0.266071093
On,2,0.918295834,0.918295834
On,3,1.28067213,0.808014151
On,3,0.245815374,0.155092233
On,2,0.918295834,0.918295834
On,2,1,1
On,3,0.590723919,0.372705296
On,2,0.918295834,0.918295834
On,1,0,0
On,1,0,0
On,2,0.102158036,0.102158036
On,12,2.019559672,0.563341924
On,8,2.842370993,0.947456998
On,4,2,1
On,1,0,0
On,4,0.278890634,0.139445317
On,2,0.650022422,0.650022422
On,10,0.755063795,0.227296851
On,7,2.482110714,0.884145675
On,2,0.104419078,0.104419078
On,8,1.065352924,0.355117641
On,1,0,0
On,2,0.026403283,0.026403283
On,3,1.584962501,1
